,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Sedv[L],Season
1942,2796667328585.4487,0.0,226050.7728418176,3677814.3487589234,1169154209.1476629,0.0,3873931105862.914,1185318.633554373,2546917.1756383902,74101.00317177983,5924899839.663158,16226.300959335462,2352516129032.257,4381838709677.4194,36064516129.03226,49935483870.96774,1986-04-27,1664516129.032272,spring
1943,2796193374405.9956,0.0,220373.63777816432,3679849.5733099137,1151971570.2522798,0.0,3873251079247.9517,1185156.6085553875,2563168.381705103,72239.99912357525,5927185444.861018,16232.602300447012,2338645161290.321,4368970719602.9785,36064516129.03226,49935483870.96774,1986-04-28,1664516129.032272,spring
1944,2795720896614.5864,0.0,215848.10089240223,3682427.909730954,1140521728.302175,0.0,3872581034106.9756,1185004.0254474657,2579623.254196554,70756.49690453826,5929457014.677769,16238.864232495944,2317006451612.9033,4324028784119.107,36064516129.03226,49935483870.96774,1986-04-29,1664516129.032272,spring
1945,2795236911924.803,0.0,214423.0043730266,3685811.380840495,1145386063.9796174,0.0,3871917643047.867,1184840.6163260345,2596254.7399935694,70289.34043179202,5931715166.847231,16245.087711445944,2495109677419.3555,4168460545905.7085,36064516129.03226,49935483870.96774,1986-04-30,1664516129.032272,spring
1946,2794755409720.4116,0.0,212140.76844604284,3691088.6429101266,1145730199.80911,0.0,3871251434050.0933,1184693.091379994,2613097.402745891,69541.20774665178,5933961599.9043455,16251.274429718444,2115045161290.3208,4157129032258.0645,36064516129.03226,49935483870.96774,1986-05-01,1664516129.032272,spring
1947,127739048506.1674,-2665766698502.5464,228189.62863358392,3694970.1235790635,1246195931.2026613,0.0,6537023347918.639,1184530.828341691,2630124.568446565,74802.13485921963,5932499748.7352,16257.429040833826,100459950372.20834,7136079404466.501,1664516129.032258,84335483870.96774,1986-05-02,1664516129.032272,spring
1948,470319520485.58057,344053860416.7705,272929.6670525121,429272.0906596418,1493058993.3204353,19826898.38664981,6192948804865.478,4016430.9927598624,2641952.6700886525,89468.22817581477,5933857973.633902,16253.423969137535,419620248138.9581,6513430868486.351,6103225806.451613,79896774193.54839,1986-05-03,1664516129.032272,spring
1949,468619265475.8999,0.0,307127.98096063465,1545201.8921461646,1706726715.041335,7709779.271867622,6192941589895.273,3802445.8996240683,2651374.4021278047,100678.67145595611,5934992787.986264,16257.145133243568,350137369727.04736,6651406451612.903,6103225806.451613,79896774193.54839,1986-05-04,1664516129.032272,spring
1950,83549791634.88806,-383415762662.0999,295532.95972348045,1605787.8477703875,1655605492.2383032,3204568.2144183298,6576354708850.947,3802530.450075257,2660726.6488222987,96877.7434844669,5936118331.533304,16260.254213661,60673746898.263054,7008349131513.647,1109677419.3548386,84890322580.64516,1986-05-05,1664516129.032272,spring
1951,468865693899.8647,386844394638.2911,301826.27795477246,348200.1318423964,1677783651.4661238,149337652.0055528,6189360052548.312,4041305.8902286864,2670152.6836836645,98940.73662691601,5937473221.401955,16263.337894611795,330607047146.4022,6535556129032.258,6103225806.451613,79896774193.54839,1986-05-06,1664516129.032272,spring
1952,467063565964.57446,0.0,302960.0815181747,1760244.859482488,1811788203.200999,11117552.688733513,6189349673839.427,3800442.513069403,2679729.052015168,99312.40525866464,5938577667.8130865,16267.049921649192,328259652605.45917,6513123573200.995,6103225806.451613,79896774193.54839,1986-05-07,1664516129.032272,spring
1953,465226143810.645,0.0,295118.7430802037,1837089.5398146668,1859241851.071938,23361667.939207952,6189327134762.368,3800480.606731679,2689239.9872852745,96741.96041055222,5939672638.35673,16270.075802227635,401592258064.5162,6471638709677.419,6103225806.451613,79896774193.54839,1986-05-08,1664516129.032272,spring
1954,463166332333.90656,0.0,310090.12637864763,1882871.690036508,2064638775.5113444,6400080.336576018,6189321617502.535,3800511.233779618,2698810.3633237556,101649.68316388356,5940758066.151464,16273.075721525292,403728387096.7743,6436826543778.806,6103225806.451613,79896774193.54839,1986-05-09,1664516129.032272,spring
1955,82423844426.13914,-378954271909.55994,253229.27351650016,1944131.0665373523,1787691728.1224515,1166631.708024506,6568275651642.923,3800552.3132691197,2702273.4793379433,83010.3032346828,5941840068.935899,16276.049496305382,58781198156.68206,6946453824884.79,1109677419.3548386,84890322580.64516,1986-05-10,1664516129.032272,spring
1956,467163905299.4252,386369155978.99554,220442.40114537065,456660.2776724101,1629070672.177065,211784.34407206444,6181905481967.645,4036577.2814100855,2705742.524378135,72262.54022983824,5943154624.679044,16279.013887495616,275778617511.52094,6468785253456.22,6103225806.451613,79896774193.54839,1986-05-11,1664516129.032272,spring
1957,465477853597.5313,0.0,205998.39685832,2121554.184940637,1685989139.8203602,1852993.7146015794,6181904731338.054,3796042.8505549217,2709325.0935603636,67527.69595555251,5944225059.820628,16282.615410079574,275342672811.0598,6474492165898.618,6103225806.451613,79896774193.54839,1986-05-12,1664516129.032272,spring
1958,463528899425.07886,0.0,221499.9453299221,2191962.7646236103,1952170464.8967624,5186755.26369022,6181900725878.044,3796064.597098167,2712787.874615014,72609.21051098159,5945292050.995003,16285.548109097614,269326635944.70035,6481625806451.608,6103225806.451613,79896774193.54839,1986-05-13,1664516129.032272,spring
1959,461247851127.54114,0.0,240245.50672282136,2264194.5769607904,2293725385.8315816,14701037.364112245,6181887287961.635,3796084.3450908763,2716256.5876286486,78754.13488690506,5946355590.281093,16288.47137258905,271331981566.81995,6505880184331.795,6103225806.451613,79896774193.54839,1986-05-14,1664516129.032272,spring
1960,458906019941.383,0.0,225355.20123634042,2324947.7816334944,2347141727.677676,7410134.099930813,6181881200319.647,3796076.0933465715,2719747.434553853,73872.98999980216,5947415627.554707,16291.38517885231,270983225806.4516,6531561290322.58,6103225806.451613,79896774193.54839,1986-05-15,1664516129.032272,spring
1961,456691794759.0222,0.0,193052.28956222488,2393421.697034871,2213656016.945784,1631203.9925149484,6181880952201.117,3796094.5627911156,2722474.4542910834,63283.87265094721,5948472953.373816,16294.289390560843,308648847926.26746,6592625253456.221,6103225806.451613,79896774193.54839,1986-05-16,1664516129.032272,spring
1962,454460228115.1699,0.0,174564.07709373726,2460018.592704804,2229579613.6198354,298424.28316191986,6181882095593.795,3796116.618206493,2720691.677843261,57223.30902824898,5949532081.128005,16297.186173626893,306033179723.5027,6618877050691.24,6103225806.451613,79896774193.54839,1986-05-17,1664516129.032272,spring
1963,451825299359.12305,0.0,182493.7160139214,2511256.433433111,2633565600.907399,965607.5779419816,6181882623860.802,3796117.3203312964,2718912.7722325833,59822.699383737,5950592985.58821,16300.087893501386,344570691244.2399,6528707834101.381,6103225806.451613,79896774193.54839,1986-05-18,1664516129.032272,spring
1964,449145357543.7274,0.0,161365.66712092972,2565289.4794603162,2677783148.721661,245257.13833945288,6181883917771.614,3796139.852637902,2717121.5452579334,52896.77916523523,5951655700.90111,16302.994481063592,263746543778.8018,6648552995391.703,6103225806.451613,79896774193.54839,1986-05-19,1664516129.032272,spring
1965,446320245089.07025,0.0,144310.85055793676,2616432.2235020106,2822669299.3024993,28966.018267122967,6181885472081.687,3796162.855243729,2715700.629549161,47306.09261132192,5952719857.220775,16305.906029866057,262961843317.97217,6682794470046.079,6103225806.451613,79896774193.54839,1986-05-20,1664516129.032272,spring
1966,443201190409.1067,0.0,174107.92665426925,2668139.5627386686,3116903253.7824507,342605.45501631865,6181886772474.493,3796163.809712341,2713948.7297906214,57073.77976658404,5953785763.47917,16308.82152663226,262089953917.05075,6717035944700.463,6103225806.451613,79896774193.54839,1986-05-21,1664516129.032272,spring
1967,439612432897.2723,0.0,217672.65661372637,2726024.3786965674,3586430547.6014996,181387.48921005582,6181888304469.709,3796164.6082557845,2712168.336037574,71354.59886009998,5954853448.00957,16311.741817751154,263659354838.70972,6671380645161.29,6103225806.451613,79896774193.54839,1986-05-22,1664516129.032272,spring
1968,156010764722.2979,-279753366389.17334,252545.19824014374,2766067.396237194,3845896833.114357,108569.51131672628,6461643325711.733,3796187.7572144843,2710756.6648681103,82786.05863871986,5955922564.434936,16314.666980848138,93350291858.67892,7063506298003.073,2219354838.709677,83780645161.29033,1986-05-23,1664516129.032272,spring
1969,452075946466.4,299546379337.63007,250088.91801082858,1905995.163090302,3479564136.062091,22448.77923191477,6162097649910.648,3970488.1699132505,2708497.458310635,81980.87303030511,5957168237.550471,16317.59606694503,252208540706.6054,6720840552995.39,6103225806.451613,79896774193.54839,1986-05-24,1664516129.032272,spring
1970,448306743928.91534,0.0,273335.2830302072,3048706.2477698023,3766846193.4543576,419026.9343910048,6162099291457.446,3784056.8051501065,2706323.0979944617,89601.191892204,5958229650.248756,16321.008870001293,250755391705.0692,6625725345622.117,6103225806.451613,79896774193.54839,1986-05-25,1664516129.032272,spring
1971,445121155695.6324,0.0,246892.8527740362,3113957.3071867498,3183087218.6495004,366049.82089261623,6162101040309.874,3784057.8132007215,2704069.5740702306,80933.1807916482,5959293314.571037,16323.916849996596,243199016897.08145,6690403686635.941,6103225806.451613,79896774193.54839,1986-05-26,1664516129.032272,spring
1972,77882605863.13385,-364190036478.2447,251411.16456538287,3212946.5601908183,3045897106.265639,345287.4074469946,6526292944656.547,3784058.8871462042,2701853.846621862,82414.31457488,5960359192.780563,16326.830998824762,43398955453.14899,7092384331797.238,1109677419.3548386,84890322580.64516,1986-05-27,1664516129.032272,spring
1973,74808418853.8959,0.0,277751.4526647509,1588803.6926185272,3073614563.575384,738606.5773712447,6526292574502.866,4011011.1741250902,2699611.535209935,91048.842771617,5961654262.668265,16329.751213097436,42579907834.10141,7073182949308.758,1109677419.3548386,84890322580.64516,1986-05-28,1664516129.032272,spring
1974,71614527637.16104,0.0,315633.78595298715,1627206.1405487726,3192615872.642164,36228.261903406164,6526292955367.311,4011057.8769168546,2697477.5101496927,103466.93302566066,5962951509.7356825,16333.299349776073,41834838709.67742,7052970967741.936,1109677419.3548386,84890322580.64516,1986-05-29,1664516129.032272,spring
1975,452894368412.6915,383899585609.84186,283544.52278551366,1476104.845601873,2618865824.0493445,313550.0607565685,6142393309550.824,4011058.110996052,2695348.83014133,92947.85113153698,5964250882.163086,16336.853451330639,233317603686.63583,6549633179723.504,6103225806.451613,79896774193.54839,1986-05-30,1664516129.032272,spring
1976,244564172017.5125,-205861076551.22345,242937.59167280796,3657673.034268981,2466176074.5950255,470966.0820733938,6348256573670.292,3772000.7823520196,2693225.455506702,79636.61890989599,5965313317.076556,16340.41337578928,131068755760.36876,6786105437788.019,3329032258.064516,82670967741.93549,1986-05-31,1664516129.032272,spring
1977,242613763288.83438,0.0,202460.10217866217,3313913.7521498995,1948751967.184184,1454692.1560095148,6348257290082.777,3900176.4565263176,2690999.526970612,66367.81854401415,5966506150.681955,16343.324156374129,137124423963.13371,6798309247311.829,3329032258.064516,82670967741.93549,1986-06-01,1664516129.032272,spring
1978,241012932411.07687,0.0,174428.43884686806,3222889.1469225204,1598024723.8935003,242306.84405159624,6348259116503.925,3900176.8966684374,2688836.8950545858,57178.84587497101,5967701144.091375,16346.592193649196,139819354838.7097,6803230138248.85,3329032258.064516,82670967741.93549,1986-06-02,1664516129.032272,spring
1979,239437445436.02686,0.0,179878.73930577384,3255157.3373328242,1573300969.1099393,889272.6579134221,6348260326527.915,3900178.0187662416,2685351.838040853,58965.49197449639,5968899620.405952,16349.866148195551,138154838709.6774,6785514930875.574,3329032258.064516,82670967741.93549,1986-06-03,1664516129.032272,spring
1980,237549809735.61072,0.0,212669.02346020757,3297798.233827432,1884657330.1696234,106758.96382233212,6348262367642.92,3900178.7621683115,2680540.12443097,69714.37338545064,5970102905.894045,16353.149644947818,136426912442.39621,6767012380952.381,3329032258.064516,82670967741.93549,1986-06-04,1664516129.032272,spring
1981,235494729066.5924,0.0,228878.88611360808,3347370.612358825,2053105110.945173,1142933.6530948458,6348263422632.071,3900225.6496908255,2675749.7639624295,75028.07821730398,5971311025.333455,16356.446317517933,134603870967.74182,6747328817204.3,3329032258.064516,82670967741.93549,1986-06-05,1664516129.032272,spring
1982,233489040445.95532,0.0,220629.93321710711,3356517.020664707,2002584377.8647437,31644.315083207002,6348265590599.029,3900226.297851773,2670996.5365245864,72324.01453699435,5972523895.338548,16359.75623379029,132780829493.0876,6727645253456.222,3329032258.064516,82670967741.93549,1986-06-06,1664516129.032272,spring
1983,231768972667.10648,0.0,186852.5938474827,3217619.109650536,1717077557.2484982,40544.915474749774,6348267594961.489,3900227.6298005558,2666264.32570041,61251.569615453256,5973741495.563482,16363.079165311092,130957788018.43321,6707961689708.143,3329032258.064516,82670967741.93549,1986-06-07,1664516129.032272,spring
1984,443379687963.55054,213029113924.88223,151893.09523859996,3130307.0104828468,1415441441.81458,21227.29160089221,6135240401232.066,3900228.8612345182,2661552.9975133464,49791.604737945774,5974963805.012147,16366.41505633831,239449892473.11838,6483813456221.202,6103225806.451613,79896774193.54839,1986-06-08,1664516129.032272,spring
1985,442116713168.1087,0.0,126668.8992052576,4429136.357955562,1258862300.222382,189972.23931931192,6135243571085.147,3767696.396654568,2656862.418757518,41522.93922190149,5976058269.226194,16369.76384934835,237066728110.59912,6464790414746.546,6103225806.451613,79896774193.54839,1986-06-09,1664516129.032272,spring
1986,119296912365.59183,-321539427758.6245,125935.06908298747,4481830.932329954,1276152858.2012928,135710.17215945575,6456786270682.213,3767698.3432847336,2652133.63983786,41282.384644121135,5977157461.167259,16372.76238144163,62744331797.23504,6773946543778.804,1664516129.032258,84335483870.96774,1986-06-10,1664516129.032272,spring
1987,457635383752.55383,339830856351.69543,145343.04135913914,2103959.8535887203,1490812557.0444226,386209.1232329644,6116955859067.347,3968083.958128227,2647425.6042956575,47644.451878455686,5978461743.747225,16375.773866211672,186613394777.2659,6354647004608.295,6103225806.451613,79896774193.54839,1986-06-11,1664516129.032272,spring
1988,247788301426.11304,-208016083523.88812,166262.19989576878,4840772.106757972,1826334250.71996,9958.07416986843,6324975714244.225,3756489.7003608667,2642826.7618391947,54501.896396720986,5979559027.338504,16379.347243143084,121842580645.16129,6597143225806.453,3329032258.064516,82670967741.93549,1986-06-12,1664516129.032272,spring
1989,245833511923.08173,0.0,175694.7346093449,3921406.304108557,1962144550.253211,11100758.79138678,6324967344676.009,3885964.3348090216,2638154.6605953826,57593.94636382168,5980790454.659219,16382.353499557548,108574009216.58981,6545769124423.961,3329032258.064516,82670967741.93549,1986-06-13,1664516129.032272,spring
1990,244160601005.88242,0.0,148600.24558587366,4094468.6181784756,1687282113.2501278,18317064.423399556,6324951939247.374,3886004.659814129,2654459.6452203635,48712.18589989735,5982005613.946539,16385.727273038956,116325898617.51154,6591238156682.03,3329032258.064516,82670967741.93549,1986-06-14,1664516129.032272,spring
1991,242473814016.04846,0.0,145753.18614431337,4470099.40476178,1685485341.848354,3022698.2330148392,6324952219385.193,3885995.194853411,2670952.9435264105,47778.900169187036,5983204267.14139,16389.056476565864,122769953917.05078,6662689493087.558,3329032258.064516,82670967741.93549,1986-06-15,1664516129.032272,spring
1992,240582116309.10248,0.0,160206.55946105765,4159967.376888656,1887817178.1813111,119232.05277784307,6324955114263.827,3885995.3669676394,2687621.861440016,52516.81567605611,5984386248.306459,16392.34045792162,122413271889.40085,6692805345622.119,3329032258.064516,82670967741.93549,1986-06-16,1664516129.032272,spring
1993,238506426785.5488,0.0,172580.00545547437,4220553.4227741165,2071799322.4279552,157772.2915735152,6324958059514.949,3886042.613134344,2711939.6877772138,56572.91665439571,5985543955.653054,16395.578762483452,122056589861.7511,6710520552995.39,3329032258.064516,82670967741.93549,1986-06-17,1664516129.032272,spring
1994,236289539762.3931,0.0,189246.60246453393,4332293.992521806,2212767163.4755716,23187.70992682127,6324961280887.05,3886044.4226920656,2736273.8998965607,62036.34215967066,5986677327.425286,16398.750563433026,102819539170.50696,6801163364055.3,3329032258.064516,82670967741.93549,1986-06-18,1664516129.032272,spring
1995,234023865378.91608,0.0,198645.8804830641,4549119.309596209,2261408118.051403,84208.00347706206,6324964678556.331,3886091.870052977,2753732.355039168,65117.490352651745,5987793285.084608,16401.85569157613,103532903225.80646,6851356451612.903,3329032258.064516,82670967741.93549,1986-06-19,1664516129.032272,spring
1996,231702220679.24234,0.0,209050.8772923189,4794892.627787688,2317093080.2861,34222.36286702489,6324968396097.925,3886093.9576001395,2774436.9664673903,68528.3201050653,5988888537.162631,16404.913109820845,104246267281.10594,6916312211981.567,3329032258.064516,82670967741.93549,1986-06-20,1664516129.032272,spring
1997,229251623977.6295,0.0,226654.5675700127,4998969.33984406,2445826534.1629944,2147.3224044082326,6324972383188.575,3886096.2416786533,2802065.9424361475,74298.9312500899,5989956159.548073,16407.913800445567,104959631336.40546,6981267972350.232,3329032258.064516,82670967741.93549,1986-06-21,1664516129.032272,summer
1998,73978049785.678,-152834415985.08633,231789.36302503914,5199790.810729754,2434214148.2053895,23942.78791539366,6477810987920.981,3886098.691369627,2823015.8369693686,75982.152632242,5991002831.56368,16410.838793282393,35224331797.23497,7235384101382.491,1109677419.3548386,84890322580.64516,1986-06-22,1664516129.032272,summer
1999,71677492689.96472,0.0,229715.76516144795,3065610.4605951644,2297769116.2331543,47915.21531960317,6477812940889.644,3981540.60662374,2841511.609117466,75302.41294396193,5992126446.854798,16413.706387845697,35462119815.66824,7302083640552.995,1109677419.3548386,84890322580.64516,1986-06-23,1664516129.032272,summer
2000,69166207823.46193,0.0,262999.54123164056,3325907.4513856918,2508421893.945146,199935.3525118301,6477815040141.807,3981541.8070020853,2868608.8063255292,86213.06441017932,5993222963.070688,16416.784785903557,35573087557.60368,7368783179723.5,1109677419.3548386,84890322580.64516,1986-06-24,1664516129.032272,summer
2001,66402722475.92327,0.0,304649.2418260896,3794431.616273593,2760055869.1545215,60303.990317415795,6477817790706.329,3981543.097292546,2898113.8705680235,99866.12366343223,5994289972.508473,16419.788939919697,35652350230.414764,7435482718894.009,1109677419.3548386,84890322580.64516,1986-06-25,1664516129.032272,summer
2002,63904275464.43608,0.0,291318.9673676144,3924526.724596755,2494856101.7243414,42297.99437799029,6477820715045.987,3981591.3734282376,2928205.9326820257,95496.36771210271,5995326935.236966,16422.712253447873,35731612903.22581,7502182258064.516,1109677419.3548386,84890322580.64516,1986-06-26,1664516129.032272,summer
2003,61595356125.28028,0.0,283990.7996204341,4122369.115389861,2305127109.6602015,46148.82016904721,6477823861670.112,3981593.1708739107,2958902.857540363,93094.1437574997,5996333199.997052,16425.55324722457,35454193548.38709,7496118663594.468,1109677419.3548386,84890322580.64516,1986-06-27,1664516129.032272,summer
2004,59445307243.555855,0.0,278421.6709690924,4604196.464237344,2145753501.0811822,30394.150034294722,6477827494376.478,3981595.104946754,2949230.6118001794,91268.5449565352,5997349136.180062,16428.310136978227,35176774193.548386,7490055069124.423,1109677419.3548386,84890322580.64516,1986-06-28,1664516129.032272,summer
2005,57268694145.08254,0.0,296385.0765587836,4875084.656242854,2172046086.638451,11687.744823240637,6477831412945.218,3981597.337790096,2939612.094101763,97157.0732630017,5998374690.330227,16431.093523780994,34907281105.99082,7483991474654.379,1109677419.3548386,84890322580.64516,1986-06-29,1664516129.032272,summer
2006,55266905752.37043,0.0,286974.4442504816,5418534.092720223,1996713962.8034835,57129.73984083573,6477835816886.183,3981599.746338777,2930064.1553774625,94072.20305548461,5999409792.017927,16433.903261178704,34669493087.557556,7482475576036.868,1109677419.3548386,84890322580.64516,1986-06-30,1664516129.032272,summer
2007,53406959691.62855,0.0,280126.6296183339,6217765.882887012,1854065155.3872476,56733.89863847837,6477841008746.577,3981602.4532215446,2920603.4206139464,91827.44216660403,6000454354.3113785,16436.7391562135,34431705069.12439,7485507373271.888,1109677419.3548386,84890322580.64516,1986-07-01,1664516129.032272,summer
2008,51603760084.60537,0.0,278993.5878068598,6258585.367109679,1797264148.282466,44133.03858868827,6477846244260.926,3981605.6443990725,2911211.641632102,91456.0232423938,6001508308.713175,16439.600970716107,34193917050.691223,7488539170506.915,1109677419.3548386,84890322580.64516,1986-07-02,1664516129.032272,summer
2009,49912564406.90783,0.0,268757.27565513994,6476061.679765082,1684988451.2211943,77.92775783817721,6477851728577.803,3981655.448678906,2901888.0842873054,88100.48948470694,6002571633.589049,16442.4885170224,33956129032.258064,7491570967741.936,1109677419.3548386,84890322580.64516,1986-07-03,1664516129.032272,summer
2010,48295691312.835144,0.0,263661.55649159563,6646251.2020898545,1610535737.1723475,45232.74526277444,6477857326982.35,3981658.8196542817,2892614.831625419,86430.0775805436,6003644232.175343,16445.40173586041,33718341013.824898,7503698156682.024,1109677419.3548386,84890322580.64516,1986-07-04,1664516129.032272,summer
2011,46821923737.09149,0.0,246479.64187066373,6510104.923356759,1467521824.640158,17874.177994249225,6477862799069.477,3981662.2607544754,2880720.9138199305,80797.72740621411,6004728725.181914,16448.34036212423,33480552995.39173,7515825345622.121,1109677419.3548386,84890322580.64516,1986-07-05,1664516129.032272,summer
2012,45470783217.20707,0.0,231229.9375680355,7000192.657959138,1344600836.5776424,229279.4136158495,6477868533067.373,3981665.6242127465,2868951.507150801,75798.76910719293,6005824987.987401,16451.311575840864,33242764976.958565,7527952534562.209,1109677419.3548386,84890322580.64516,1986-07-06,1664516129.032272,summer
2013,43854711148.66012,0.0,282884.3659043949,7102331.71084997,1609423004.2083726,170383.0063708589,6477874433366.343,3981669.1486563818,2857287.9663766315,92731.44715057874,6006932914.854646,16454.315035581923,33004976958.52529,7540079723502.308,1109677419.3548386,84890322580.64516,1986-07-07,1664516129.032272,summer
2014,41830258942.89341,0.0,365278.44645793195,5463340.192620937,2019398696.0838554,44552.06330610548,6477878835934.45,3981672.7753181853,2845711.9584972174,119740.79530576481,6008052418.321015,16457.350451656566,32767188940.092133,7552206912442.3955,1109677419.3548386,84890322580.64516,1986-07-08,1664516129.032272,summer
2015,40434623525.13619,0.0,261809.70853708987,4888642.404828929,1391031589.6901972,23004.62928298528,6477882639958.966,3981675.481388788,2834239.1915265275,85823.02904261841,6009183394.193294,16460.41758444114,32529400921.65897,7564334101382.492,1109677419.3548386,84890322580.64516,1986-07-09,1664516129.032272,summer
2016,39373411883.85851,0.0,204456.51447192283,3369640.525075519,1058077496.079608,31038.812527224014,6477884886743.643,3981724.4066374293,2822885.1143413144,67022.25626973079,6010325769.96944,16463.51614847478,32291612903.225803,7576461290322.58,1109677419.3548386,84890322580.64516,1986-07-10,1664516129.032272,summer
2017,38471160871.0565,0.0,176944.0082616805,3956024.762378268,898524172.1543798,52240.106485692464,6477887678437.456,3981725.7876561787,2811631.478794256,58003.46688750915,6011479397.632357,16466.645945121756,32053824884.79264,7515825345622.121,1109677419.3548386,84890322580.64516,1986-07-11,1664516129.032272,summer
2018,37583882653.2929,0.0,176738.97672509783,3799735.9403945436,883714355.7624916,59134.96255137272,6477890298354.207,3981727.5036112233,2803107.021771556,57936.25613502366,6012641548.307628,16469.806568855773,31816036866.35942,7455189400921.662,1109677419.3548386,84890322580.64516,1986-07-12,1664516129.032272,summer
2019,36797002995.5275,0.0,159219.98533469485,3634218.4746752335,783832071.6193372,427412.34328074445,6477892370266.042,3981729.1139810085,2794641.408277612,52193.409869706746,6013812163.022788,16472.99054330857,31530691244.239613,7394553456221.202,1109677419.3548386,84890322580.64516,1986-07-13,1664516129.032272,summer
2020,36068971704.41868,0.0,149307.2566539091,3611729.1693671015,725309220.8421977,740351.6460971794,6477894095107.753,3981730.3875116324,2786250.626871227,48943.94900663814,6014991166.585721,16476.19770691175,31055115207.373287,7376362672811.057,1109677419.3548386,84890322580.64516,1986-07-14,1664516129.032272,summer
2021,35361050244.68364,0.0,147456.8583942454,3578004.299946127,707720091.0812624,3229178.7877805247,6477893288440.063,3981731.4477105765,2777900.8699532403,48337.37568868561,6016178517.735625,16479.427853659512,31649585253.45625,7116234470046.08,1109677419.3548386,84890322580.64516,1986-07-15,1664516129.032272,summer
2022,34613853422.24926,0.0,161029.5929599432,3328484.4423775235,745855431.559127,1826063.974167922,6477893631477.802,3981777.539579486,2769608.199406151,52786.61173622741,6017374204.394928,16482.680870508564,30103963133.640522,7424871428571.428,1109677419.3548386,84890322580.64516,1986-07-16,1664516129.032272,summer
2023,33837800110.416424,0.0,173133.0666820416,3438328.3720843317,772895584.0900073,107467.56257993137,6477895798703.575,3981777.7504350687,2761388.499752424,56754.213940792186,6018578107.688887,16485.95672436967,29628387096.774193,7449125806451.612,1109677419.3548386,84890322580.64516,1986-07-17,1664516129.032272,summer
2024,33064841718.845493,0.0,179037.32488445812,3671717.4939551433,769496047.1989514,30335.797088638043,6477898269476.192,3981779.082567372,2752480.3320564586,58689.6705211173,6019790917.184308,16489.255089558596,29152811059.907864,7558270506912.443,1109677419.3548386,84890322580.64516,1986-07-18,1664516129.032272,summer
2025,32259367795.2506,0.0,193863.9784964675,3844333.1072873166,802033286.2670033,209831.8009001613,6477900727346.592,3981780.601281323,2741599.7443676433,63549.94988454685,6021014605.4633665,16492.577855299478,28677235023.041424,7667415207373.273,1109677419.3548386,84890322580.64516,1986-07-19,1664516129.032272,summer
2026,73889128437.42918,42339220440.17381,178618.32843288747,3373391.3795309737,710357549.183418,4092524.23928187,6435559595390.377,3981782.112064647,2730846.610728143,58552.32059306141,6022249045.034277,16495.930425927032,42896958525.34567,7021531428571.432,1664516129.032258,84335483870.96774,1986-07-20,1664516129.032272,summer
2027,73008326752.0157,0.0,146226.93628689466,6496338.951731692,875128881.1101334,677307.7121104299,6435564227156.791,3955385.9666372756,2720186.9411719004,47934.198734977006,6023467744.747291,16499.312452148704,41291889400.921646,7834164055299.538,1664516129.032258,84335483870.96774,1986-07-21,1664516129.032272,summer
2028,114405684627.73006,42339238336.55782,160501.18106214452,6561806.916313784,935545285.021199,66129.91299349698,6393230291650.518,3955411.9530618996,2709951.8401140296,52613.39466989078,6024696702.208883,16502.651355472033,53866912442.39637,7890341474654.376,2219354838.709677,83780645161.29033,1986-07-22,1664516129.032272,summer
2029,84580214514.3181,-28601421156.932507,179774.5179028001,10083197.726649245,1214202930.4724126,57397.20171365808,6421840567982.066,3929001.9966875487,2699444.7617507353,58931.32747943524,6025909753.425458,16506.01836221612,39508479262.672745,8051026728110.612,1664516129.032258,84335483870.96774,1986-07-23,1664516129.032272,summer
2030,83272793763.7221,0.0,197943.84841106113,8624998.80274691,1299544954.4527578,551258.8111043386,6421847448664.386,3946977.1486495077,2689032.117140076,64887.35939516731,6027151189.115177,16509.341790206738,38616774193.548386,8159458064516.129,1664516129.032258,84335483870.96774,1986-07-24,1664516129.032272,summer
2031,124054759020.8868,42248996372.792,228896.09898271254,8144624.648803291,1459253568.126391,138181.04888238502,6379605265816.919,3947004.4681295194,2679052.473110012,75033.72071457161,6028402628.367212,16512.7429838772,52704393241.16733,8141683410138.23,2219354838.709677,83780645161.29033,1986-07-25,1664516129.032272,summer
2032,122555799270.55229,0.0,211783.53636989405,11080237.884183193,1488153226.817239,61930.83055288991,6379615112112.742,3920674.519648315,2679239.1849248204,69424.1046070563,6029627547.530352,16516.171584567706,53919754224.270355,8177589400921.668,2219354838.709677,83780645161.29033,1986-07-26,1664516129.032272,summer
2033,90760802112.65625,-30638949817.638065,167166.5097469768,11263306.395273067,1144974979.9657078,23779.593263477393,6410264114653.104,3920680.570825392,2679078.1580607058,54798.33540602059,6030852630.415588,16519.527527480415,41351336405.52996,8267889400921.648,1664516129.032258,84335483870.96774,1986-07-27,1664516129.032272,summer
2034,89767667718.22314,0.0,147449.41207492142,9213838.26286219,984103999.9339678,35994.351661525056,6410272079825.158,3939908.1528629907,2678901.3624379295,48334.934733828835,6032097114.322094,16522.88391894682,42262857142.857155,8304033179723.513,1664516129.032258,84335483870.96774,1986-07-28,1664516129.032272,summer
