,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
5140,1623376553598.564,0.0,288463952224.02814,988802518.2482334,1217210804833.335,0.0,2249166486569.2515,260643426.96114123,357114538.85465723,288463952224.02814,5.0261933713142824e+16,13770396326.358286,1133554782608.6963,3623362131837.308,36064516129.03226,49935483870.96774,1995-01-28,448713810561.8588,winter
5141,1623191017304.5005,0.0,224356905280.9294,984101770.1691839,928426525188.4408,0.0,2248574645991.749,260856330.17054564,356810605.6960511,224356905280.9294,5.026192083089751e+16,13770392798.121323,1135122805049.09,3608164375876.5767,36064516129.03226,49935483870.96774,1995-01-29,380307077497.2765,winter
5142,1622996023042.8796,0.0,190153538748.63824,978863249.3655899,772022757215.5392,0.0,2248123248584.5825,261073457.40143946,356532720.0106427,190153538748.63824,5.026190794391222e+16,13770389268.739044,1136690827489.4805,3592966619915.8496,36064516129.03226,49935483870.96774,1995-01-30,511194386582.2028,winter
5143,1622518778707.0684,0.0,255597193291.1014,972312474.0716666,1018465036250.566,0.0,2247747956387.111,261318029.94585022,356289302.3504711,255597193291.1014,5.026189505086769e+16,13770385738.058144,1149799495091.1646,3547807573632.5376,36064516129.03226,49935483870.96774,1995-01-31,562081251973.7345,winter
5144,1622064135240.2598,0.0,281040625986.86725,968459501.4275852,1134657533616.5269,0.0,2247252947078.2334,261579045.62892538,355539075.2310729,281040625986.86725,5.026188215498496e+16,13770382205.717175,1139826872370.2683,3562571107994.392,36064516129.03226,49935483870.96774,1995-02-01,483963290949.48914,winter
5145,1621786980886.3389,0.0,241981645474.74457,966926698.9338319,990082027188.0668,0.0,2246701515659.8594,261785458.87160787,354280820.258166,241981645474.74457,5.026186925903762e+16,13770378672.59862,1135624572230.0137,3562353997194.9507,36064516129.03226,49935483870.96774,1995-02-02,455497733715.5677,winter
5146,1621477639586.432,0.0,227748866857.78384,962702367.905355,944616525942.082,0.0,2246220393650.0435,261957514.55629802,353049445.62043333,227748866857.78384,5.026185636027291e+16,13770375139.46236,1137004431977.5583,3487233660589.058,36064516129.03226,49935483870.96774,1995-02-03,416699915786.0596,winter
5147,1621203522481.1335,0.0,208349957893.0298,958121840.4768721,876144641734.6873,0.0,2245761404816.816,262129738.18778214,351848845.2732242,208349957893.0298,5.026184345830403e+16,13770371605.554222,1131924039270.6858,3382152033660.59,36064516129.03226,49935483870.96774,1995-02-04,305912535376.2138,winter
5148,1621083438814.371,0.0,152956267688.1069,954963250.7573173,652263488404.1982,0.0,2245335702589.432,262284118.16743633,350668255.21976304,152956267688.1069,5.026183055451507e+16,13770368070.768229,1122155259467.0408,3374444600280.5034,36064516129.03226,49935483870.96774,1995-02-05,232653968433.5478,winter
5149,1620979296347.9585,0.0,116326984216.7739,953045006.9872736,503183465523.753,0.0,2245018776202.8267,262413722.13580713,349505378.1059424,116326984216.7739,5.026181765010389e+16,13770364535.483582,1112747124824.686,3359246844319.7764,36064516129.03226,49935483870.96774,1995-02-06,304685019167.771,winter
5150,1620664416224.0884,0.0,152342509583.8855,949627928.882278,668565999852.3173,0.0,2244774302042.2983,262534753.9206724,348351728.512451,152342509583.8855,5.026180474355384e+16,13770361000.028463,1103338990182.329,3344049088359.045,36064516129.03226,49935483870.96774,1995-02-07,357901573383.24786,winter
5151,1620322594779.0466,0.0,178950786691.62393,946339159.4329551,796855978742.7367,0.0,2244449528434.142,262642677.33126855,347192734.2455484,178950786691.62393,5.026179183498548e+16,13770357463.987354,1093570210378.6824,3336341654978.9644,36064516129.03226,49935483870.96774,1995-02-08,356335149682.0808,winter
5152,1620036152123.9517,0.0,178167574841.0404,944428734.4200667,805175235284.6465,0.0,2244062472485.196,262742877.2732198,346040789.37280494,178167574841.0404,5.0261778925762376e+16,13770353927.393284,1084522720897.6165,3313653576437.587,36064516129.03226,49935483870.96774,1995-02-09,401639669041.2582,winter
5153,1619656670602.734,0.0,200819834520.6291,942615946.3670385,921288147899.151,0.0,2243671419594.4688,262811557.99269944,344881440.6121707,200819834520.6291,5.026176601595805e+16,13770350390.619831,1077231416549.7894,3290965497896.216,36064516129.03226,49935483870.96774,1995-02-10,382928669008.0102,winter
5154,1619358239639.953,0.0,191464334504.0051,941198488.0399901,891834774096.1462,0.0,2243224007541.934,262892754.1968895,343739296.26356876,191464334504.0051,5.026175310596314e+16,13770346853.687138,1077607741935.4838,3215845161290.3228,36064516129.03226,49935483870.96774,1995-02-11,276706196511.73047,winter
5155,1619243960926.048,0.0,138353098255.86523,939185353.881808,654510330105.9248,0.0,2242790910784.886,262943728.45004332,342583587.1990692,138353098255.86523,5.026174019516531e+16,13770343316.702229,1049861084420.0416,4392197666437.884,36064516129.03226,49935483870.96774,1995-02-12,200482488307.02063,winter
5156,1619158858813.1465,0.0,100241244153.51031,939145484.2570956,481781781867.0909,0.0,2242473061760.1294,262978721.34041548,342581279.4082713,100241244153.51031,5.026172728436846e+16,13770339779.497347,1045870967741.9354,4437750514756.347,36064516129.03226,49935483870.96774,1995-02-13,294437176522.46106,winter
5157,1618791533044.9294,0.0,147218588261.23053,938559509.231313,719043117340.711,0.0,2242239113967.3105,263018037.5125382,342570884.74362063,147218588261.23053,5.026171437303889e+16,13770336242.29273,1050628414550.4452,4387947838023.335,36064516129.03226,49935483870.96774,1995-02-14,411121007859.8644,winter
5158,1618287490781.542,0.0,205560503929.9322,938307860.0766444,1020399780461.1346,0.0,2241890016791.413,263066587.4708859,342556481.2695982,205560503929.9322,5.026170146152415e+16,13770332704.942162,1048940288263.5544,4395810020590.256,36064516129.03226,49935483870.96774,1995-02-15,388930717586.8286,winter
5159,1617962477881.7007,0.0,194465358793.4143,937950570.750217,981306992206.4991,0.0,2241394640585.336,263100398.833191,342523799.53691876,194465358793.4143,5.026168854972215e+16,13770329167.540865,1076395360329.444,3197464653397.391,36064516129.03226,49935483870.96774,1995-02-16,482977714022.2722,winter
5160,1617402911968.994,0.0,241488857011.1361,936260790.4079407,1239245677341.5002,0.0,2240918309554.118,263143040.8185995,342523803.7791521,241488857011.1361,5.026167563627655e+16,13770325630.060865,1072474303363.0752,3315131777625.2563,36064516129.03226,49935483870.96774,1995-02-17,427907661508.2392,winter
5161,1617070999805.692,0.0,213953830754.1196,935237170.4649149,1116741112653.3042,0.0,2240316808188.0205,263195435.1628924,342538146.0401915,213953830754.1196,5.026166272184891e+16,13770322092.130562,1074722580645.1613,3282992450240.2183,36064516129.03226,49935483870.96774,1995-02-18,383726607001.9478,winter
5162,1616761326018.851,0.0,191863303500.9739,932920573.4603022,1019013557851.5924,0.0,2239774816133.612,263249645.09102184,342577022.06780964,191863303500.9739,5.026164980512356e+16,13770318553.93121,1076533479752.9152,3258343445435.825,36064516129.03226,49935483870.96774,1995-02-19,244706356810.5677,winter
5163,1616703044476.605,0.0,122353178405.28384,929880647.3098075,661450208520.5946,0.0,2239280267152.6123,263289757.19392338,342626165.98457414,122353178405.28384,5.026163688535278e+16,13770315015.102345,1078329032258.0645,3233694440631.433,36064516129.03226,49935483870.96774,1995-02-20,304567202375.1328,winter
5164,1616323425902.8784,0.0,152283601187.5664,928577323.0452697,838343788086.1302,0.0,2238959284343.024,263298995.93901655,342626442.41294104,152283601187.5664,5.026162396429118e+16,13770311475.43912,1053544269045.9844,4363086341798.216,36064516129.03226,49935483870.96774,1995-02-21,345347433533.1657,winter
5165,1615921196527.138,0.0,172673716766.58286,928145107.0938609,968166965428.8936,0.0,2238552494260.798,263333559.39531043,342616591.2574336,172673716766.58286,5.026161104284532e+16,13770307935.422243,1056613589567.6036,4340987234042.552,36064516129.03226,49935483870.96774,1995-02-22,346468298003.41266,winter
5166,1615564078625.2715,0.0,173234149001.70633,927467973.4906061,989604870505.8761,0.0,2238082741971.1367,263349721.24804613,342598652.29093766,173234149001.70633,5.026159812075997e+16,13770304395.300087,1054311599176.3904,4298913932738.506,36064516129.03226,49935483870.96774,1995-02-23,334148972165.4719,winter
5167,1615231448693.5427,0.0,167074486082.73596,926841055.4684592,972772404538.0881,0.0,2237602621469.6406,263365009.36200938,342588937.54811805,167074486082.73596,5.026158519807624e+16,13770300855.002731,1078329032258.0645,3314866163349.3506,36064516129.03226,49935483870.96774,1995-02-24,357570496353.1815,winter
5168,1614816647874.8906,0.0,178785248176.59076,925734717.4432144,1061387322410.911,0.0,2237130708474.2573,263387717.20721743,342603757.8013231,178785248176.59076,5.026157227429761e+16,13770297314.541437,1081935483870.9678,3245275223061.0864,36064516129.03226,49935483870.96774,1995-02-25,362080949580.873,winter
5169,1614415751716.492,0.0,181040474790.4365,923558751.4195083,1096247564134.2426,0.0,2236615844229.632,263370834.03668553,342579906.05006844,181040474790.4365,5.026155934835351e+16,13770293773.780167,1107779162663.0078,3130742347288.951,36064516129.03226,49935483870.96774,1995-02-26,273823533238.71625,winter
5170,1614240868071.9802,0.0,136911766619.35812,918432584.6195385,845951765412.1093,0.0,2236084091544.9653,263363159.03098133,342600978.01788133,136911766619.35812,5.026154641725805e+16,13770290232.42562,1084882031571.7236,3270880439258.7524,36064516129.03226,49935483870.96774,1995-02-27,280113536570.8901,winter
5171,1613913201941.654,0.0,140056768285.44504,916413892.8707287,883518221005.2329,0.0,2235673788876.457,263376913.12921983,342599689.4347309,140056768285.44504,5.026153348416248e+16,13770286689.65974,1099491997254.6328,3216270144131.779,36064516129.03226,49935483870.96774,1995-02-28,300018922378.2619,winter
