,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,PLoad,Season
5243,262108266381.6868,206334715462317.12,0.0,6324819762.114412,1518158740426.4304,233246784.86588174,3534506960911.244,6513475.42193096,372291522.27060294,325993309540.47394,5.026056947295915e+16,13770022906.509619,87072688172.04291,6928381935483.87,6103225806.451613,79896774193.54839,1995-05-11,288380423343.5264,spring
5244,260934196483.80103,0.0,288380423343.5264,1259704130.311552,1411165042449.1904,197288382.9818557,3534509736341.2886,6510556.781077088,373307521.56105316,0.0,5.026055533614316e+16,13770019033.68744,85038279569.89258,6933708387096.775,6103225806.451613,79896774193.54839,1995-05-12,271625117148.0667,spring
5245,259817993298.5136,0.0,271625117148.0667,1310909959.1283185,1342580848401.5613,129768264.58192624,3534512641309.551,6510597.0609370535,374329057.6705119,0.0,5.0260541198309544e+16,13770015160.587168,86665806451.6129,6931045161290.322,6103225806.451613,79896774193.54839,1995-05-13,278610590754.4361,spring
5246,258663561414.55475,0.0,278610590754.4361,1349685844.729169,1391475535603.2136,1819674156.302963,3534514198880.4004,6510637.524707227,375356175.9826827,0.0,5.026052705945272e+16,13770011287.208094,97651612903.2258,6855143225806.451,6103225806.451613,79896774193.54839,1995-05-14,219689032479.54312,spring
5247,257743216748.2538,0.0,0.0,1405138528.9710174,1108702815059.2012,449318340.67908245,3534516966979.844,6510675.457880273,376388922.3786019,219689032479.54312,5.026051291956706e+16,13770007413.54869,114333763440.86002,6610126451612.899,6103225806.451613,79896774193.54839,1995-05-15,210650054329.72427,spring
5248,256850891900.006,0.0,0.0,1419516604.1355796,1074438655169.9453,32047131.935215514,3534520103240.4478,6511052.530047991,377427343.2434924,210650054329.72427,5.026049877864723e+16,13770003539.607412,95210322580.64516,6831174193548.386,6103225806.451613,79896774193.54839,1995-05-16,224875896653.64365,spring
5249,255891233500.16467,0.0,224875896653.64365,1422318747.7325418,1159599730096.7896,3905715933.498678,3534520021887.59,6511454.499196872,378471485.473711,0.0,5.026048463668754e+16,13769999665.382805,94803440860.21518,6831174193548.386,6103225806.451613,79896774193.54839,1995-05-17,243588468964.1088,spring
5250,254847430399.8221,0.0,243588468964.1088,1420993023.2920842,1270730769700.406,12498564005.859474,3534512785104.5728,6511489.35378167,379519137.78691936,0.0,5.02604704936841e+16,13769995790.873299,94396559139.78484,6831174193548.386,6103225806.451613,79896774193.54839,1995-05-18,239926021730.66696,spring
5251,253799720986.4207,0.0,239926021730.66696,1436679362.0535316,1266127928855.439,2263353001.6140547,3534514095424.527,6511511.028446256,380574859.23371637,0.0,5.026045634962883e+16,13769991916.077835,93989677419.35484,6831174193548.386,6103225806.451613,79896774193.54839,1995-05-19,268115261500.8364,spring
5252,137251728482.01875,-139539821760509.42,0.0,1428048224.9475925,1431546507686.0337,1215030697.7197335,3649879781338.6426,6511624.615123825,381634174.5535065,268115261500.8364,5.026044220451824e+16,13769988040.994202,52163374689.82623,7100164267990.075,3329032258.064516,82670967741.93549,1995-05-20,194097681920.65872,spring
5253,258875265919.4969,147153149944700.28,0.0,3154977216.0427256,1043289993679.3889,9660425010.961432,3527394772960.017,6502907.638496343,379678023.39025456,194097681920.65872,5.026042806135895e+16,13769984165.621437,97276029776.67502,6892633250620.349,6103225806.451613,79896774193.54839,1995-05-21,162857858778.04715,spring
5254,69856211053.68752,-227005375989973.66,162857858778.04715,1453837125.7793677,911745768754.1343,14590223277.536152,3715658752560.2407,6500837.716292978,376878383.0441603,0.0,5.026041392100112e+16,13769980290.783276,29474739454.09428,7058880000000.0,1664516129.032258,84335483870.96774,1995-05-22,170130085551.52817,spring
5255,264623291346.86783,235010068094630.3,0.0,5602462651.616229,959213364206.4995,897054879.6658453,3520098645310.24,6492868.752827284,374119791.745483,170130085551.52817,5.0260399783397784e+16,13769976416.712637,108167940446.65031,6667385806451.613,6103225806.451613,79896774193.54839,1995-05-23,177124163449.20303,spring
5256,263747539452.5053,0.0,177124163449.20303,1575043033.127775,1052769632293.8391,1664578595.2716486,3520100655620.78,6488960.575340768,371949189.92023516,0.0,5.026038564796501e+16,13769972543.396654,105257171215.88062,6745131513647.642,6103225806.451613,79896774193.54839,1995-05-24,174030546400.36902,spring
5257,262867323121.79413,0.0,174030546400.36902,1620591863.0715394,1057324857237.449,340833102.157289,3520103830879.07,6488998.960072391,369548642.83656573,0.0,5.0260371514936696e+16,13769968670.675346,103848734491.31503,6799830074441.687,6103225806.451613,79896774193.54839,1995-05-25,181095080480.28708,spring
5258,261930835429.24655,0.0,181095080480.28708,1663775517.4829786,1125315909447.5322,28501460.90240319,3520107327805.904,6489039.441739327,366893922.5081655,0.0,5.0260357384567016e+16,13769964798.612795,165420893300.2484,6292669935483.87,6103225806.451613,79896774193.54839,1995-05-26,240062222955.06665,spring
5259,260662104753.34265,0.0,240062222955.06665,1707300898.807133,1526415689562.7031,17322806.402866222,3520110908994.054,6489118.427110082,364279268.95750487,0.0,5.026034325681594e+16,13769960927.278635,103473151364.76456,7016165955334.986,6103225806.451613,79896774193.54839,1995-05-27,272084744341.4047,spring
5260,259193308730.009,0.0,272084744341.4047,1732530575.5537844,1769541079564.0884,639030744.8728366,3520114016591.81,6489159.530692485,364343255.5213561,0.0,5.026032912900478e+16,13769957056.661901,86384119106.70004,7081619851116.627,6103225806.451613,79896774193.54839,1995-05-28,227830338449.01825,spring
5261,257935571215.484,0.0,227830338449.01825,1767220453.6870136,1515625162418.4539,108284092.20733878,3520117605429.703,6489199.71965932,364595387.2589613,0.0,5.0260315000945416e+16,13769953186.02871,89200992555.83118,7093911662531.014,6103225806.451613,79896774193.54839,1995-05-29,244623817177.5113,spring
5262,256553394045.5112,0.0,244623817177.5113,1808929765.9440794,1666945058163.762,16401083.1714715,3520121336311.729,6489202.813717523,364847862.37204695,0.0,5.026030087263744e+16,13769949315.327513,101219652605.45917,7066255086848.635,6103225806.451613,79896774193.54839,1995-05-30,332859103173.17896,spring
5263,44721504395.05592,-253825581992244.47,332859103173.17896,1832266026.108252,2324246888961.2197,82658508.0616469,3730032389350.63,6489244.07601163,365100681.5624476,0.0,5.026028674408056e+16,13769945444.558203,18079205955.33499,7499733498759.301,1109677419.3548386,84890322580.64516,1995-05-31,353649557067.0175,spring
5264,67083048432.15235,29308468630776.895,0.0,17514471623.175076,2454343007911.6484,2596215.4553761627,3705654759787.2656,6479098.34197189,365351671.1542913,353649557067.0175,5.026027261526641e+16,13769941573.720703,27630967741.93549,7463690322580.645,1664516129.032258,84335483870.96774,1995-06-01,305687698108.64813,spring
5265,260318519432.339,234487302746480.75,0.0,8041398330.753373,2177878769585.5874,59478281.69661924,3510622232039.9766,6478994.289362362,365603003.2282774,305687698108.64813,5.0260258486204696e+16,13769937702.812716,100005714285.7144,7068581751152.076,6103225806.451613,79896774193.54839,1995-06-02,250321426175.5536,spring
5266,45719301285.24368,-256541402698496.97,0.0,1910678370.9114497,1937574838099.057,31764291.38932303,3723614011682.2617,6475080.73984016,372810748.0133659,250321426175.5536,5.026024434993519e+16,13769933831.836905,17945069124.423992,7505517235023.04,1109677419.3548386,84890322580.64516,1995-06-03,196697293193.32452,spring
5267,44457172755.73238,0.0,0.0,16359994199.11543,1519737435054.2727,215386458.53968194,3723615442613.021,6470047.852530332,380308227.2545485,196697293193.32452,5.026023020616706e+16,13769929958.886356,17707281105.990826,7493390046082.951,1109677419.3548386,84890322580.64516,1995-06-04,177328540147.83365,spring
5268,262348862783.7096,263417215487785.47,0.0,18248929473.949444,1377801497426.1904,475293410.1441047,3504580548494.6045,6470355.926039486,388110959.416464,177328540147.83365,5.026021605460037e+16,13769926083.881388,96082211981.56656,7041188571428.569,6103225806.451613,79896774193.54839,1995-06-05,168375830587.40555,spring
5269,261138691008.89124,0.0,168375830587.40555,2021798698.704687,1452156567172.4263,126217047.8735488,3504584559754.7163,6465623.369468318,396240479.1863876,0.0,5.0260201894903304e+16,13769922206.739828,98436313364.05516,7090838709677.419,6103225806.451613,79896774193.54839,1995-06-06,175866996722.06656,spring
5270,259910614045.2197,0.0,175866996722.06656,2044170944.4479094,1475449115739.9263,1116710892.027143,3504587792349.132,6465664.7001925735,404720163.6971415,0.0,5.026018772673048e+16,13769918327.37077,97128479262.67271,7090838709677.419,6103225806.451613,79896774193.54839,1995-06-07,178957279183.57626,spring
5271,258694196811.3617,0.0,178957279183.57626,2079337683.1816714,1461183503147.4238,115284090.56600986,3504591921054.498,6465704.559068561,413570511.2225216,0.0,5.0260173549711224e+16,13769914445.679585,95820645161.29031,7090838709677.419,6103225806.451613,79896774193.54839,1995-06-08,176789362680.91547,spring
5272,257524540585.1044,0.0,176789362680.91547,2124692475.5219004,1405615768068.9304,123517308.07382417,3504596120560.869,6407978.659005971,422813852.01246196,0.0,5.026015936339478e+16,13769910561.564718,84747649769.58534,7099399078341.014,6103225806.451613,79896774193.54839,1995-06-09,187890334647.78253,spring
5273,256314281936.1376,0.0,187890334647.78253,2173144478.261289,1455625834763.0188,453883534.45235187,3504600128353.6226,6465711.905093718,430223011.52669436,0.0,5.026014516973082e+16,13769906674.902681,83439815668.20294,7087985253456.221,6103225806.451613,79896774193.54839,1995-06-10,189227613917.04532,spring
5274,255126468058.9628,0.0,189227613917.04532,2227227226.881909,1428929924844.032,36894770.53572998,3504604571988.583,6408023.080364885,437898988.1513573,0.0,5.0260130968337064e+16,13769902786.227621,91897142857.14313,7073717972350.231,6103225806.451613,79896774193.54839,1995-06-11,190720477587.87924,spring
5275,68413010643.85496,-223958511999365.56,190720477587.87924,2268284774.9030967,1404536468470.0383,29730874.0695924,3690155612899.654,6465794.865723311,445851006.18179643,0.0,5.026011675905295e+16,13769898895.434813,25538433179.72343,7439594470046.081,1664516129.032258,84335483870.96774,1995-06-12,194993244653.74197,spring
5276,261484357625.45288,233623436116422.25,0.0,12065760316.912226,1386330032850.729,47665210.43738029,3495939487535.234,6455427.363250564,454097079.58564234,194993244653.74197,5.0260102541516296e+16,13769895002.48026,92681843317.97214,7042329953917.052,6103225806.451613,79896774193.54839,1995-06-13,198304565585.36783,spring
5277,260290353400.85428,0.0,0.0,2425011112.95658,1434069310805.6155,19615269.63643244,3495944285673.9595,6451290.857281919,462656579.77112997,198304565585.36783,5.02600883154199e+16,13769891107.26474,91809953917.05074,7036623041474.653,6103225806.451613,79896774193.54839,1995-06-14,187117675717.8182,spring
5278,69888484211.88739,-228041455081305.56,187117675717.8182,2455316442.9742937,1320588676708.2292,86063497.84933203,3685251155585.4346,6394070.699467172,471541946.82891303,0.0,5.0260074080384824e+16,13769887209.704084,23636129032.258064,7421522580645.161,1664516129.032258,84335483870.96774,1995-06-15,174832337162.7695,spring
5279,262858508539.7611,233351303406624.1,0.0,12536966221.938189,1194083829883.6172,71993144.54086298,3491293231396.534,6390449.40513831,480775178.6925526,174832337162.7695,5.026005983611678e+16,13769883309.694473,85575944700.46101,7048036866359.446,6103225806.451613,79896774193.54839,1995-06-16,185235754382.2433,spring
5280,142318955164.17154,-143874754547825.97,185235754382.2433,2606390489.8506346,1269877775301.0647,13096710.200239735,3610779470734.57,6443821.732975224,481382241.60156316,0.0,5.026004559129896e+16,13769879407.155285,41708018433.17963,7310475576036.864,3329032258.064516,82670967741.93549,1995-06-17,180392194225.2102,spring
5281,141315321228.44788,0.0,0.0,8011158764.471321,1206129474930.8838,134094426.67246488,3610783735967.85,6386040.174221919,481987956.85726583,180392194225.2102,5.026003134582154e+16,13769875504.46547,41589124423.96315,7328190783410.136,3329032258.064516,82670967741.93549,1995-06-18,183209027916.88303,spring
5282,140322124439.84702,0.0,0.0,8267532156.75811,1194182130962.5393,922498490.9934728,3610787453093.525,6443852.012940418,482192021.3402833,183209027916.88303,5.026001710020177e+16,13769871601.59494,41470230414.74652,7345905990783.411,3329032258.064516,82670967741.93549,1995-06-19,231518507672.0941,spring
5283,139097937782.89102,0.0,0.0,8467607744.3196945,1471664442678.2544,53971130.525032416,3610791984143.422,6386673.14999974,479394152.7613066,231518507672.0941,5.026000285732659e+16,13769867698.685417,41351336405.530045,7363621198156.686,3329032258.064516,82670967741.93549,1995-06-20,271991376175.53253,spring
