,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
4250,32975464698220.676,0.0,0.0,138605319637.32434,796341309248.1749,71065723.48072255,5128570277230104.0,7350280.973156231,560465226.4176409,172962353858.83008,5.02744394698764e+16,13773822958.031317,12280430107526.918,1.1114265483870968e+16,1109677419354.8386,84890322580645.16,1992-08-21,summer,192422517790.96805
4251,32003760624665.84,0.0,0.0,137112327025.3904,834593369014.7726,1622485.3272278972,5128900352384699.0,7418790.529321522,549351054.6205443,192422517790.96805,5.02744251541251e+16,13773819032.84285,12206451612903.225,1.1080309354838708e+16,1109677419354.8386,84890322580645.16,1992-08-22,summer,181332739656.16302
4252,31131284524726.562,0.0,0.0,132494429310.40334,740185062524.8613,203391895.98483387,5129214512882761.0,7419268.003217462,544140259.6027097,181332739656.16302,5.027441084358901e+16,13773815110.719208,11910537634408.566,1.1046353225806452e+16,1109677419354.8386,84890322580645.16,1992-08-23,summer,148731462342.26904
4253,30434715306477.78,0.0,0.0,123732713311.7043,573190298854.4785,353793917.401014,5129487154878578.0,7419722.455589512,539033801.5247099,148731462342.26904,5.0274396538163736e+16,13773811190.024387,11614623655914.016,1.101239709677419e+16,1109677419354.8386,84890322580645.16,1992-08-24,summer,161857418832.72583
4254,29725792387518.914,0.0,0.0,116700501689.36993,592396469142.349,174051872.85335237,5129766065411239.0,7352042.382405362,534016054.1099023,161857418832.72583,5.027438223769245e+16,13773807270.729792,11318709677419.354,1.0978440967741936e+16,1109677419354.8386,84890322580645.16,1992-08-25,summer,204497683151.9395
4255,28897032615174.5,0.0,0.0,118050207268.48627,710717461987.8705,7896911.941170955,5130089127146228.0,7352528.168313041,529094009.4693271,204497683151.9395,5.027436794214762e+16,13773803352.792454,11022795698924.707,1.0944484838709678e+16,1109677419354.8386,84890322580645.16,1992-08-26,summer,210437898683.65668
4256,28088015628073.32,0.0,0.0,117537353038.56117,691757521155.9221,277887093.3055042,5130417341419791.0,7352991.214868444,524261923.82445973,210437898683.65668,5.027435365143925e+16,13773799436.204826,10948817204301.074,1.091052870967742e+16,1109677419354.8386,84890322580645.16,1992-08-27,summer,220302138972.9988
4257,27287089321518.094,0.0,0.0,115778706136.2081,685383501761.3899,235901342.37080538,5130753698527449.0,7353461.646592005,519517353.2719638,220302138972.9988,5.027433936547984e+16,13773795520.94226,10874838709677.42,1.087657258064516e+16,1109677419354.8386,84890322580645.16,1992-08-28,summer,234944959805.27945
4258,26473996849112.12,0.0,0.0,121405933208.61873,691889802286.3623,203263089.00684625,5131110353661372.0,7353943.749494385,514857941.6382844,234944959805.27945,5.027432508418423e+16,13773791606.980778,11000938416422.266,1.098461480938414e+16,1109677419354.8386,84890322580645.16,1992-08-29,summer,225858827357.72787
4259,25719138139082.285,0.0,0.0,125729383850.7283,629178532176.7719,49205997.66424094,5131462420764209.0,7354454.945694193,535452080.8045975,225858827357.72787,5.027431078229891e+16,13773787694.29705,12509090909090.938,1.0307421554252238e+16,1109677419354.8386,84890322580645.16,1992-08-30,summer,223051061088.672
4260,25036089120711.32,0.0,0.0,95349925910.94348,588918019529.506,1218927069.4890049,5131780153238215.0,7354959.56583822,557769034.747588,223051061088.672,5.0274296458101064e+16,13773783775.972305,12660410557184.738,1.0415463782991216e+16,1109677419354.8386,84890322580645.16,1992-08-31,summer,236348072360.75845
4261,24344281073034.094,0.0,0.0,99048283192.9931,592988701794.6661,228937310.43413684,5132115895320621.0,7355501.034955817,582019662.7319156,236348072360.75845,5.027428210965706e+16,13773779851.53454,12811730205278.54,1.0523506011730198e+16,1109677419354.8386,84890322580645.16,1992-09-01,summer,311734634887.9484
4262,90605375638799.34,67086482291772.79,0.0,70377742838.9412,754530715417.4363,-479267751.14946795,5065412605728744.0,7424093.208838918,608478511.0762308,311734634887.9484,5.027426773482672e+16,13773775920.453989,25926099706744.902,1.049257375366566e+16,2219354838709.677,83780645161290.33,1992-09-02,summer,217487408462.65808
4263,123113091930255.6,33545778845885.754,0.0,66199511315.29785,971956823215.9491,93780101.74871923,5032151050056602.0,7423178.221317208,637457245.580109,217487408462.65808,5.0274253331020664e+16,13773771982.144308,32785923753665.64,1.0529010263929648e+16,2774193548387.0967,83225806451612.9,1992-09-03,summer,205801772990.10364
4264,122079812083260.14,0.0,0.0,41570550884.31356,992025196616.611,315900505.4754514,5032398768386933.0,7422902.68312652,669329865.0306282,205801772990.10364,5.027423889534567e+16,13773768035.896074,33164222873900.414,1.0634934017595316e+16,2774193548387.0967,83225806451612.9,1992-09-04,summer,214825701895.83
4265,121022514299541.58,0.0,0.0,38497552465.92747,1018933909699.2029,133678446.56463584,5032652655105413.0,7423311.518627003,704565877.2813698,214825701895.83,5.027422442443902e+16,13773764080.916624,34198240469208.137,9971019061583562.0,2774193548387.0967,83225806451612.9,1992-09-05,summer,181949494558.21124
4266,120138902422986.67,0.0,0.0,34643823608.44448,848995162885.4119,27109938.934342127,5032869957666160.0,7355621.848020279,743708142.2741235,181949494558.21124,5.027420991432638e+16,13773760116.284666,34450439882697.9,1.0076942815249228e+16,2774193548387.0967,83225806451612.9,1992-09-06,summer,134153166486.68674
4267,119490368134779.72,0.0,0.0,31870311091.931103,616694891012.6378,30913897.623525973,5033036730333959.0,7355939.452983904,787460056.8427701,134153166486.68674,5.027419536046612e+16,13773756140.911337,34702639296187.66,1.0182866568914978e+16,2774193548387.0967,83225806451612.9,1992-09-07,summer,151912527650.03848
4268,118770202836941.69,0.0,0.0,30902731149.47828,689339760175.2156,77193486.67366903,5033220297724037.0,7356183.204492896,836680949.0791062,151912527650.03848,5.02741807573892e+16,13773752153.552362,34954838709677.42,1.0288790322580644e+16,2774193548387.0967,83225806451612.9,1992-09-08,summer,174192539205.8577
4269,117959278396812.22,0.0,0.0,31166476891.346752,779813845626.7468,55882388.61880907,5033426485965819.0,7356537.575978869,892464612.0831299,174192539205.8577,5.027416609853297e+16,13773748152.709372,35207038123167.18,1.039471407624631e+16,2774193548387.0967,83225806451612.9,1992-09-09,summer,168739261860.12317
4270,117186430781514.84,0.0,0.0,28220952793.214054,744686334169.548,59671665.39112836,5033624272455906.0,7424957.819082141,893372057.4249899,168739261860.12317,5.0274151438841736e+16,13773744136.584377,36354545454545.44,1.0090750733137868e+16,2774193548387.0967,83225806451612.9,1992-09-10,summer,166842038870.27988
4271,116433921725057.69,0.0,0.0,26412077422.350723,726110994585.604,14015550.799364282,5033818399475536.0,7357128.02406557,894276017.4533548,166842038870.27988,5.027413677818273e+16,13773740120.230614,36291495601173.07,1.0196674486803534e+16,2774193548387.0967,83225806451612.9,1992-09-11,summer,186492313015.05865
4272,149165869993434.28,33558789329836.91,0.0,26425019046.425915,800532931199.1895,116888785.319865,5000473298355904.0,7425535.942411546,895192464.5207802,186492313015.05865,5.02741221166797e+16,13773736103.611708,43156363636363.76,1.064106876832844e+16,3329032258064.516,82670967741935.48,1992-09-12,summer,134272900407.83694
4273,148526937994360.25,0.0,0.0,28100375426.0795,610881552825.6324,49929177.68252838,5000636510445626.0,7357037.513260432,896100104.3508304,134272900407.83694,5.027410745420454e+16,13773732086.761562,43459002932551.48,1.0746286363636334e+16,3329032258064.516,82670967741935.48,1992-09-13,summer,114863832823.6226
4274,147982387009999.44,0.0,0.0,27957201870.487194,516597368353.22253,3585862.917975168,5000780217552019.0,7357363.724844924,897014925.609023,114863832823.6226,5.0274092790818904e+16,13773728069.645082,43761642228738.85,1.0830836217008828e+16,3329032258064.516,82670967741935.48,1992-09-14,summer,154243926370.5834
4275,147268139781279.28,0.0,0.0,28166896171.78389,686226318032.7001,145985484.29967174,5000963372963109.0,7357575.159019229,897931606.2684448,154243926370.5834,5.027407812652082e+16,13773724052.279152,43912961876832.71,1.0894718328445756e+16,3329032258064.516,82670967741935.48,1992-09-15,summer,171939749780.69382
4276,146486750562350.7,0.0,0.0,25542358474.904346,755863692449.6708,16831995.96233817,5001161729726327.0,7357844.632910152,898844802.5555626,171939749780.69382,5.027406346131383e+16,13773720034.663239,43837302052785.87,1.0958600439882682e+16,3329032258064.516,82670967741935.48,1992-09-16,summer,180349048998.0345
4277,145676105737811.84,0.0,0.0,27580674361.327263,783071758110.0131,7607932.462004927,5001370544186056.0,7426267.3655915465,899770568.5126982,180349048998.0345,5.027404879525351e+16,13773716016.798311,43761642228739.016,1.1022482551319612e+16,3329032258064.516,82670967741935.48,1992-09-17,summer,186091527490.3196
4278,144851411238372.66,0.0,0.0,26786968993.299248,797915285826.143,7755380.285111765,5001584308256130.0,7358529.794469958,900687501.102444,186091527490.3196,5.0274034128212536e+16,13773711998.699593,43685982404692.01,1.108636466275662e+16,3329032258064.516,82670967741935.48,1992-09-18,summer,195068576524.53955
4279,143998287849840.16,0.0,0.0,27228323490.04124,825896535286.1106,1470243.6685966465,5001807497938728.0,7358844.306115261,901611670.8447249,195068576524.53955,5.027401946025173e+16,13773707980.332203,43610322580645.16,1.115024677419355e+16,3329032258064.516,82670967741935.48,1992-09-19,summer,168279279562.35602
4280,143267885406873.44,0.0,0.0,27009156007.90833,703393337633.1937,50674.36521318331,5002003681434040.0,7427313.173519819,902537728.5824641,168279279562.35602,5.027400479143735e+16,13773703961.712803,43354243176178.75,1.1054857196029792e+16,3329032258064.516,82670967741935.48,1992-09-20,summer,123384379219.573
4281,142731391153007.25,0.0,0.0,26901393605.51064,509604614349.0077,11754088.327524569,5002154823029150.0,7359461.330988222,874935832.6504056,123384379219.573,5.027399015016104e+16,13773699942.859549,43098163771712.17,1.0959467617866034e+16,3329032258064.516,82670967741935.48,1992-09-21,summer,152271223872.2556
4282,142082019652726.16,0.0,0.0,27078944646.21779,622296519338.1383,3963703.2589110048,5002335010856481.0,7359683.70601942,848982200.4526255,152271223872.2556,5.027397553484259e+16,13773695931.55097,43943225806451.61,1.1174094168734528e+16,3329032258064.516,82670967741935.48,1992-09-22,summer,191008516710.93167
4283,141283433152943.44,0.0,0.0,26787732952.587067,771805197044.6755,6430214.54956613,5002553617830678.0,7359948.816849403,824514697.2989122,191008516710.93167,5.027396094399592e+16,13773691927.354136,42586004962779.016,1.076868846153843e+16,3329032258064.516,82670967741935.48,1992-09-23,autumn,219683859636.30463
4284,140380340522300.2,0.0,0.0,26334769888.915012,876760285608.429,2424854.0909352824,5002800428097735.0,7360356.571711082,801422742.5882936,219683859636.30463,5.027394637624561e+16,13773687929.861898,42329925558312.61,1.0673298883374672e+16,3329032258064.516,82670967741935.48,1992-09-24,autumn,195052089315.36575
4285,139588019968425.67,0.0,0.0,24005973824.597622,768322537737.7634,7957687.82506449,5003020250431717.0,7360719.708562753,779589250.036548,195052089315.36575,5.0273931830333144e+16,13773683938.697428,41894590570719.66,1.0365031563275428e+16,3329032258064.516,82670967741935.48,1992-09-25,autumn,173988907825.86765
4286,138887012561264.33,0.0,0.0,24039795148.493214,676972268051.009,4656038.164457735,5003219026027167.0,7361043.137532065,758909556.6626178,173988907825.86765,5.027391730510467e+16,13773679953.51593,41830570719602.93,1.026964198511167e+16,3329032258064.516,82670967741935.48,1992-09-26,autumn,141380038955.978
4287,138319341457606.36,0.0,0.0,23945091172.710434,543731436354.028,5423868.773011832,5003385077679508.0,7361335.600016634,739307417.3901272,141380038955.978,5.0273902799482616e+16,13773675974.00128,41766550868486.37,1.017425240694791e+16,3329032258064.516,82670967741935.48,1992-09-27,autumn,103625194518.30116
4288,137902673399663.47,0.0,0.0,22371417330.093067,394306634415.712,9993802.928485677,5003511777620133.0,7361666.048273088,720684245.8943774,103625194518.30116,5.027388831248803e+16,13773671999.858252,41702531017369.805,1.007886282878415e+16,3329032258064.516,82670967741935.48,1992-09-28,autumn,149127163542.244
4289,137317567110308.48,0.0,0.0,23043612318.11131,562064492084.0785,1815047.2043593975,5003684642199525.0,7361852.466595232,702980431.2266469,149127163542.244,5.027387384320142e+16,13773668030.81864,41638511166253.08,9983473250620308.0,3329032258064.516,82670967741935.48,1992-09-29,autumn,198234869161.0312
4290,136546829876678.78,0.0,0.0,21927435029.545086,748845047308.8323,35248708.66529455,5003905447950480.0,7430274.464298477,686125747.1435554,198234869161.0312,5.027385939084189e+16,13773664066.630527,41536079404466.58,9888083672456550.0,3329032258064.516,82670967741935.48,1992-09-30,autumn,176018354697.38028
4291,135860999598117.16,0.0,0.0,20294358201.32249,665540193296.9413,4272936.641255886,5004102419084555.0,7362431.688354127,670056546.108259,176018354697.38028,5.027384495448767e+16,13773660107.07997,41408039702233.125,9792694094292792.0,3329032258064.516,82670967741935.48,1992-10-01,autumn,157066659655.49393
4292,135246393692286.78,0.0,0.0,19795663917.92749,594812357670.2522,2115757.7898971494,5004279926660242.0,7362721.4992896635,654730592.8747828,157066659655.49393,5.027383053346365e+16,13773656151.91443,41280000000000.01,9697304516129032.0,3329032258064.516,82670967741935.48,1992-10-02,autumn,135901341199.37727
4293,134710365121225.58,0.0,0.0,20331899014.453007,515746288122.2372,49616075.491144165,5004436743004077.0,7363068.822342405,640082765.9745685,135901341199.37727,5.027381612709175e+16,13773652200.948946,41151960297766.88,9601914937965274.0,3329032258064.516,82670967741935.48,1992-10-03,autumn,120290212430.25824
4294,134233299664708.08,0.0,0.0,19421014437.772247,457744131181.64264,99689101.90289421,5004576985114373.0,7363299.554745277,637935830.1161776,120290212430.25824,5.027380172287096e+16,13773648253.99774,41318411910669.94,9390786004962804.0,3329032258064.516,82670967741935.48,1992-10-04,autumn,107213350067.96548
4295,133806479858489.08,0.0,0.0,18159544585.361225,409284197851.62,623936217.980539,5004702362512575.0,7363505.900578252,635803272.5449212,107213350067.96548,5.027378732078689e+16,13773644307.635881,41228784119106.75,9295396426799044.0,3329032258064.516,82670967741935.48,1992-10-05,autumn,143453690089.2027
4296,133240334399642.28,0.0,0.0,16825326319.783318,549602759372.3861,282626845.37107795,5004862985219627.0,7363690.375153066,633681177.9687511,143453690089.2027,5.027377292082904e+16,13773640361.85942,41100744416873.3,9200006848635204.0,3329032258064.516,82670967741935.48,1992-10-06,autumn,183726452415.1461
4297,132519202975338.6,0.0,0.0,16084699614.724892,705718859861.7378,672135172.759823,5005062748453189.0,7364012.868683005,631580718.3499156,183726452415.1461,5.027375852297592e+16,13773636416.665491,40972704714640.16,9104617270471446.0,3329032258064.516,82670967741935.48,1992-10-07,autumn,158794590090.63184
4298,165484776472408.34,33591025157403.926,0.0,14672791411.233532,610836240889.957,57371966.9901605,4971645755427706.0,7364306.794616039,629486693.1544484,158794590090.63184,5.027374412722106e+16,13773632472.048199,47652109181141.56,8948763076923072.0,3883870967741.935,82116129032258.08,1992-10-08,autumn,147755252747.8718
4299,164860814720603.03,0.0,0.0,11388510309.736774,612589834677.8124,16593182.252181057,4971805502643905.0,7363918.362237077,627410240.5120019,147755252747.8718,5.027372973354621e+16,13773628528.005768,47502729528535.86,8854013697270478.0,3883870967741.935,82116129032258.08,1992-10-09,autumn,140413670504.3506
4300,164266124539857.75,0.0,0.0,10685477206.935587,584012180921.4933,7477383.1657971665,4971957212297500.0,7364198.0586546315,625347465.1279569,140413670504.3506,5.027371534193836e+16,13773624584.533209,47353349875930.55,8759264317617886.0,3883870967741.935,82116129032258.08,1992-10-10,autumn,108089267987.8652
4301,197398710543149.94,33594305488496.62,0.0,10876577507.390009,451100342069.63824,257434372.5575367,4938482231150225.0,7364422.769765291,623294522.7924975,108089267987.8652,5.0273700952387624e+16,13773620641.62695,53947394540943.125,8605970918114178.0,4438709677419.3545,81561290322580.64,1992-10-11,autumn,93086803986.1786
4302,196977276437795.6,0.0,0.0,10266596704.557465,411388443638.30066,220934988.51848534,4938585977510641.0,7363997.563040474,621258711.7312402,93086803986.1786,5.0273686564876216e+16,13773616699.28428,54032754342431.66,8397675930521054.0,4438709677419.3545,81561290322580.64,1992-10-12,autumn,116293994438.3497
4303,196451147983811.94,0.0,0.0,9978067286.252054,516516202297.262,365815599.8374878,4938712495628792.0,7364152.264001118,619236179.0359972,116293994438.3497,5.027367217939143e+16,13773612757.500334,53776674937965.4,8303566749379627.0,4438709677419.3545,81561290322580.64,1992-10-13,autumn,123039023907.70676
4304,229489393395111.16,33596683643733.316,0.0,9708258786.323381,548936829060.62445,206855412.83878636,4905248962271121.0,7364340.92097509,617223121.8341051,123039023907.70676,5.027365779592384e+16,13773608816.271626,60210669975186.06,8153610918114138.0,4993548387096.774,81006451612903.23,1992-10-14,autumn,122233291348.34389
4305,228911274350633.6,0.0,0.0,7776187398.873964,570374419915.192,31562836.507184446,4905379548053482.0,7363980.761237373,615230432.4714789,122233291348.34389,5.027364341445252e+16,13773604875.595573,59922580645161.29,8060141935483870.0,4993548387096.774,81006451612903.23,1992-10-15,autumn,128174271499.04073
4306,228303476850051.12,0.0,0.0,7382173198.4392185,600944378175.4202,529050791.3837898,4905515181326526.0,7364176.802497743,613243314.935067,128174271499.04073,5.027362903497245e+16,13773600935.466444,61206635944700.68,8101802396313376.0,4993548387096.774,81006451612903.23,1992-10-16,autumn,127751557180.76022
4307,227694892396276.4,0.0,0.0,6835022724.325234,601764301240.735,14870190.330259314,4905650363500053.0,7364466.58720532,617828279.0148504,127751557180.76022,5.027361465091164e+16,13773596995.882864,62490691244239.56,8143462857142838.0,4993548387096.774,81006451612903.23,1992-10-17,autumn,107496629432.28323
4308,260780265904624.97,33600344955479.79,0.0,6235292144.365178,508745713144.8888,9558158.039385037,4872164356025587.0,7364669.5311497,622482266.1025575,107496629432.28323,5.027360026220099e+16,13773593055.044285,70860829493087.72,8016428571428562.0,5548387096774.193,80451612903225.8,1992-10-18,autumn,75646487762.19704
4309,260402590610663.44,0.0,0.0,6020424927.556038,371781170679.2242,126301645.24148767,4872246516475464.0,7364282.276452516,627203113.868604,75646487762.19704,5.027358586877305e+16,13773589112.93178,72287557603686.48,8170435944700472.0,5548387096774.193,80451612903225.8,1992-10-19,autumn,98944270173.71869
4310,259956910037675.94,0.0,49472135086.859344,5927322588.977803,489229677154.0481,4291668.696518058,4872302536280704.0,7364406.462071195,632003639.1127894,49472135086.859344,5.027357147054865e+16,13773585169.526863,73714285714285.8,8099178801843336.0,5548387096774.193,80451612903225.8,1992-10-20,autumn,147991027827.89746
4311,292891290494029.56,33602086457108.34,73995513913.94873,5739734814.880835,736024921267.2716,63141413.50523584,4838780751436855.0,7364577.303296269,636870521.4895128,73995513913.94873,5.027355706746148e+16,13773581224.80785,82655115207373.02,8084412165898594.0,6103225806451.613,79896774193548.39,1992-10-21,autumn,150425320543.98694
4312,292190328246668.06,0.0,75212660271.99347,4343322565.8224125,772134421112.9517,302836045.2730927,4838860639036317.0,7364096.3642064035,641816765.076346,75212660271.99347,5.027354265943153e+16,13773577278.75657,84834838709677.42,8013646451612902.0,6103225806451.613,79896774193548.39,1992-10-22,autumn,139666706276.6689
4313,291535694316214.9,0.0,69833353138.33446,3942351643.877615,720695766586.2656,170834638.63448727,4838934883382624.0,7364217.944416577,646840382.4512762,69833353138.33446,5.027352824638203e+16,13773573331.351103,86491428571428.73,8054736221198179.0,6103225806451.613,79896774193548.39,1992-10-23,autumn,124548051869.06404
4314,290948968405566.56,0.0,62274025934.53202,3981933393.0471296,646212487307.5028,1194484117.676095,4839000589432740.0,7364417.101558928,651939323.4590515,62274025934.53202,5.027351382823774e+16,13773569382.570421,88148018433179.78,8095825990783374.0,6103225806451.613,79896774193548.39,1992-10-24,autumn,105771565960.387
4315,324051972865507.06,33604170759949.555,52885782980.1935,3733061196.517905,551965522735.265,1646500942.530522,4805452040778623.0,7364517.100168294,657127116.0925839,52885782980.1935,5.027349940490971e+16,13773565432.393904,98634470046083.2,7977264884792624.0,6658064516129.032,79341935483870.97,1992-10-25,autumn,104051740693.81087
4316,323545815484966.1,0.0,52025870346.90543,3489503912.4989324,558737323138.3828,4043576163.0909743,4805504167602761.0,7364085.353937098,662390126.6513315,52025870346.90543,5.027348497632219e+16,13773561480.797182,100441658986174.88,8018069308755773.0,6658064516129.032,79341935483870.97,1992-10-26,autumn,182876518235.52
4317,356160231425119.06,33604924248970.332,0.0,3260453335.4410276,988258019013.1926,1010163531.2247752,4772085030539679.0,7364251.39877639,667742099.0874128,182876518235.52,5.027347054238682e+16,13773557527.759506,111284792626727.88,7813428940092168.0,7212903225806.451,78787096774193.55,1992-10-27,autumn,154217042670.89258
4318,355362095752067.75,0.0,0.0,2723311863.399634,796266310295.7046,853949107.7205603,4772241782762240.0,7364064.210823408,673181199.4455186,154217042670.89258,5.0273456103016104e+16,13773553573.256664,113345622119815.56,7853948018433170.0,7212903225806.451,78787096774193.55,1992-10-28,autumn,191972702706.2065
4319,354428686316085.4,0.0,0.0,2600496344.2296886,933271146084.0162,2462206445.8957863,4772434565095986.0,7364392.268769111,678705533.5006957,191972702706.2065,5.027344165812534e+16,13773549617.264687,115406451612903.22,7847194838709677.0,7212903225806.451,78787096774193.55,1992-10-29,autumn,272884077795.499
4320,386783086975031.1,33608694120394.242,0.0,2371767041.7542405,1252568927639.1978,647233232.4278557,4739101156547783.0,7364775.934710677,684325362.4669206,272884077795.499,5.02734272076191e+16,13773545659.76037,126503225806451.7,7832166635944723.0,7767741935483.87,78232258064516.12,1992-10-30,autumn,201321076635.85483
4321,385891974181193.1,0.0,0.0,2350097856.354175,888998417204.6307,235721223.00883222,4739305274675292.0,7364729.818140821,690038969.9643332,201321076635.85483,5.027341275140316e+16,13773541700.717564,128722580645161.52,7872400368663562.0,7767741935483.87,78232258064516.12,1992-10-31,autumn,167200457765.23752
4322,385190224959970.7,0.0,0.0,2286149195.5760465,701126952217.4897,1663880190.6390278,4739473785881511.0,7365133.198613773,695844581.7791816,167200457765.23752,5.027339828938597e+16,13773537740.110456,130941935483871.3,7865694746543774.0,7767741935483.87,78232258064516.12,1992-11-01,autumn,142527433397.57333
4323,384619548731413.5,0.0,0.0,2115315427.1315658,569147853282.129,586940152.0670719,4739618533117098.0,7365481.2518154485,698792394.7213194,142527433397.57333,5.027338382442528e+16,13773533777.913965,133161290322580.31,7905928479262685.0,7767741935483.87,78232258064516.12,1992-11-02,autumn,171522534909.6635
4324,383963827614103.44,0.0,0.0,2036071545.8209336,653855804156.0519,170758391.80627367,4739792606024839.0,7365792.380811373,692425469.128301,171522534909.6635,5.0273369365835784e+16,13773529814.911036,135380645161290.12,7946162211981600.0,7767741935483.87,78232258064516.12,1992-11-03,autumn,201118688820.5052
4325,383229301982453.56,0.0,0.0,1978089419.5918136,733145471799.7435,597929569.45034,4739995783684961.0,7366149.091338125,686177598.5007488,201118688820.5052,5.027335491349848e+16,13773525853.65364,137599999999999.88,7939456589861730.0,7767741935483.87,78232258064516.12,1992-11-04,autumn,228620981033.0789
4326,382429212980834.0,0.0,0.0,1931832452.036271,798198281390.1837,41112222.68742753,4740226968061212.0,7366551.041658373,680041539.750772,228620981033.0789,5.02733404673016e+16,13773521894.109173,139819354838709.66,7979690322580646.0,7767741935483.87,78232258064516.12,1992-11-05,autumn,212852484351.00024
4327,381714679026049.6,0.0,0.0,1877119223.5308905,712793788466.4932,136952905.64704275,4740442227355191.0,7366996.5268532075,674010306.6687415,212852484351.00024,5.027332602714036e+16,13773517936.247015,142038709677419.47,8019924055299562.0,7767741935483.87,78232258064516.12,1992-11-06,autumn,213882034387.12183
4328,381024739420904.06,0.0,0.0,1861933912.474495,688176760352.4393,99089119.38254207,4740658532960103.0,7367331.070849054,668093063.0584388,213882034387.12183,5.027331159290064e+16,13773513980.038456,144258064516129.25,8013218433179690.0,7767741935483.87,78232258064516.12,1992-11-07,autumn,186222041778.79492
4329,380446399959582.6,0.0,0.0,1797451189.0327055,576543472021.8428,1461889.4291687512,4740847205961471.0,7300773.868570898,662271063.1693009,186222041778.79492,5.027329716442033e+16,13773510025.452232,146477419354839.06,8053452165898605.0,7767741935483.87,78232258064516.12,1992-11-08,autumn,170372985004.47018
4330,379936268606296.6,0.0,0.0,1787905496.6634877,508355240801.84,11793012.487490295,4741020004244388.0,7368132.882662691,656553560.8716931,170372985004.47018,5.027328274172883e+16,13773506072.443926,148696774193548.03,8093685898617522.0,7767741935483.87,78232258064516.12,1992-11-09,autumn,194494218482.5834
4331,379374515259058.56,0.0,0.0,1737623817.47527,560069040808.0177,53317387.425358266,4741216826334897.0,7368401.442406367,650933997.2140948,194494218482.5834,5.027326832466111e+16,13773502121.021599,150916129032257.8,8133919631336438.0,7767741935483.87,78232258064516.12,1992-11-10,autumn,201401240725.2041
4332,378774906077685.4,0.0,0.0,1700500120.6143465,601860194354.0016,3951513101.429337,4741416618511881.0,7368793.55603966,649318033.2317958,201401240725.2041,5.0273253909213704e+16,13773498171.140032,153135483870967.62,8174153364055277.0,7767741935483.87,78232258064516.12,1992-11-11,autumn,205983650040.182
4333,378139757358165.9,0.0,0.0,1699659615.9667468,639724001060.3818,6274941156.79566,4741618663336306.0,7369104.072803655,643825029.9735417,205983650040.182,5.027323949926355e+16,13773494221.702385,155354838709677.4,8214387096774194.0,7767741935483.87,78232258064516.12,1992-11-12,autumn,257349178760.85287
4334,377308988094535.56,0.0,0.0,1657149973.1042933,831943385831.6991,2831272174.470527,4741875469440072.0,7369504.315498945,638416710.3755562,257349178760.85287,5.027322509472607e+16,13773490273.770838,157574193548387.2,8254620829493110.0,7767741935483.87,78232258064516.12,1992-11-13,autumn,227738573440.19208
4335,376655215469534.0,0.0,113869286720.09604,1588735853.2097769,767331765813.5459,1278589945.066851,4741990274671972.0,7302989.772290494,633102261.722471,113869286720.09604,5.027321069544047e+16,13773486327.322212,159793548387097.0,8247915207373238.0,7767741935483.87,78232258064516.12,1992-11-14,autumn,169071185996.5454
4336,376143468115975.06,0.0,84535592998.2727,1542191395.446392,595192874665.0652,452119503.28906417,4742076520842229.0,7370254.3464335315,627875620.8267472,84535592998.2727,5.027319630145272e+16,13773482382.31246,162012903225806.75,8288148940092154.0,7767741935483.87,78232258064516.12,1992-11-15,autumn,187760407665.58545
4337,375543598396530.06,0.0,93880203832.79272,1466151410.6391273,692374167203.5828,90395336.36830738,4742172392166291.0,7370474.6310562,622734629.3217859,93880203832.79272,5.027318191261012e+16,13773478438.754171,164232258064515.78,8328382672811070.0,7767741935483.87,78232258064516.12,1992-11-16,autumn,304000659485.3776
4338,374368063051581.8,0.0,0.0,1378460227.1330132,1176786370420.872,2629485699.732163,4742475752106792.0,7370709.88010249,617677199.0022529,304000659485.3776,5.027316752882914e+16,13773474496.605513,166451612903225.56,8368616405529987.0,7767741935483.87,78232258064516.12,1992-11-17,autumn,241415209267.22952
4339,373511024848999.1,0.0,120707604633.61476,1373398433.0432408,982102629394.1617,5730220610.9640875,4742592708282655.0,7304256.11089204,612697662.5473706,120707604633.61476,5.0273153149965176e+16,13773470555.843601,168670967741935.38,8408850138248826.0,7767741935483.87,78232258064516.12,1992-11-18,autumn,187114076040.71695
4340,372803514967952.6,0.0,93557038020.35847,1314431289.2227035,802992359083.3816,3239871305.750227,4742684941397321.0,7304521.708761714,608821185.2720438,93557038020.35847,5.0273138774981896e+16,13773466616.428816,170890322580645.16,8449083870967742.0,7767741935483.87,78232258064516.12,1992-11-19,autumn,230777087846.3582
4341,371871214290828.5,0.0,115388543923.1791,1275716599.3866,1048604571163.7594,2191066715.8415403,4742800013748090.0,7238940.681395273,606395903.7000206,115388543923.1791,5.027312440236226e+16,13773462678.077232,172894901144640.75,8469272840790840.0,7767741935483.87,78232258064516.12,1992-11-20,autumn,217513751533.85748
