,EpiP[ug],EntrP[ug],IepiP,SedPepi[ug],Ep[ug],Hvd,HypP[ug],SedPhyp[ug],Rp[ug],IsedP[ug],Psed[ug],Bp[ug],PEPItrue[ug],HYPtrue[ug],EpiV[L],HypV[L],Time,Season,PLoad
8226,9809635337547.957,0.0,0.0,50453283156.50067,212335865948.1636,40942878.23461609,3138454056682290.0,4878872.806632753,181985084.86038348,58433142192.11226,5.021900739812012e+16,13758635981.880089,18372096774193.55,5417063709677419.0,1109677419354.8386,84890322580645.16,2003-07-11,summer,59912760474.71684
8227,9544799540274.656,0.0,0.0,52836282790.385185,212033291650.12253,33777167.20674681,3138566948200122.5,4927349.642642957,181179084.0019847,59912760474.71684,5.021899346323622e+16,13758632163.868526,17990645161290.316,5401146774193548.0,1109677419354.8386,84890322580645.16,2003-07-12,summer,54466969911.81994
8228,9301529939940.336,0.0,0.0,55747873023.701675,187556400472.19186,34673161.57243969,3138677303821496.0,4927526.881490492,180379126.63379595,54466969911.81994,5.021897952915628e+16,13758628346.092115,17609193548387.098,5385229838709677.0,1109677419354.8386,84890322580645.16,2003-07-13,summer,52974177845.11152
8229,9064855339769.47,0.0,0.0,58943252672.857124,177766726702.40485,35379204.395535804,3138789360531311.5,4927700.138999354,179586201.85775858,52974177845.11152,5.0218965595873256e+16,13758624528.535969,17200000000000.0,5369312903225807.0,1109677419354.8386,84890322580645.16,2003-07-14,summer,68572288925.48991
8230,8777865681647.164,0.0,0.0,62749507984.002075,224254613461.12106,14463322.815473298,3138920841786616.0,4879563.55674169,178801281.46644676,68572288925.48991,5.0218951663330824e+16,13758620711.198153,17227741935483.871,5183615322580645.0,1109677419354.8386,84890322580645.16,2003-07-15,summer,82769230933.17635
8231,8450972890405.845,0.0,0.0,64788915514.250534,262113695177.32874,9819450.260963345,3139068563255987.0,4879767.9575689165,178022141.8519682,82769230933.17635,5.021893773157155e+16,13758616894.06324,18087741935483.87,5087052580645161.0,1109677419354.8386,84890322580645.16,2003-07-16,summer,89575284395.46251
8232,8111948328831.342,0.0,0.0,65950932077.79476,273103185826.51852,29556329.810375437,3139224232285838.5,4880054.703186415,177249762.66792884,89575284395.46251,5.021892380058877e+16,13758613077.14289,15951612903225.805,5273811290322580.0,1109677419354.8386,84890322580645.16,2003-07-17,summer,82355753959.1974
8233,7808829829015.541,0.0,0.0,62111948515.31803,241018836284.87714,12284984.394319614,3139368859308138.5,4880296.709171936,176485106.64579436,82355753959.1974,5.0218909870374696e+16,13758609260.43528,15535483870967.74,5241977419354839.0,1109677419354.8386,84890322580645.16,2003-07-18,summer,75070183747.87518
8234,7544065008095.347,0.0,0.0,53296200328.58139,211487790368.77008,19169777.157330096,3139497377367899.0,4880521.549045981,175725982.48751757,75070183747.87518,5.021889594092379e+16,13758605443.938274,15119354838709.676,5194226612903226.0,1109677419354.8386,84890322580645.16,2003-07-19,summer,70225998989.83546
8235,7299431518392.568,0.0,0.0,53501046142.31816,191132794750.13797,351189.677522882,3139621272852873.0,4880721.345625552,173671752.57515812,70225998989.83546,5.021888201353114e+16,13758601627.650356,14703225806451.615,5146475806451612.0,1109677419354.8386,84890322580645.16,2003-07-20,summer,68928035050.35843
8236,7063790190762.593,0.0,0.0,54155674815.1344,181516788304.62485,31135489.7842265,3139744492212350.5,4880913.955863899,171666016.00943506,68928035050.35843,5.021886808814822e+16,13758597811.92634,14287096774193.549,5098725000000000.0,1109677419354.8386,84890322580645.16,2003-07-21,summer,79535889735.1661
8237,6805644144114.225,0.0,0.0,55456104141.842415,202690221422.72427,278916.1989694725,3139879648751297.0,4881105.514984899,169705091.0466332,79535889735.1661,5.021885416473024e+16,13758593996.75294,13870967741935.482,5050974193548387.0,1109677419354.8386,84890322580645.16,2003-07-22,summer,98726787108.86652
8238,6538951711814.602,0.0,0.0,49715831624.13727,216983805110.54385,7204435.058317411,3140028247073679.0,4881372.745034892,167789456.6005507,98726787108.86652,5.0218840243231976e+16,13758590182.117874,13468709677419.354,5003223387096774.0,1109677419354.8386,84890322580645.16,2003-07-23,summer,110113498336.1722
8239,6282202585649.962,0.0,0.0,46297401662.873276,210457654374.59653,5929872.830111463,3140184813077821.5,4881603.761469271,165915620.45152164,110113498336.1722,5.021882632361158e+16,13758586368.00876,13121935483870.969,4955472580645160.0,1109677419354.8386,84890322580645.16,2003-07-24,summer,110863558868.61108
8240,6050299946448.017,0.0,0.0,45979456566.799225,185925666951.97165,2484316.8254053937,3140341812761931.5,4930182.285198802,164083174.24774915,110863558868.61108,5.021881240587604e+16,13758582554.414133,12775161290322.578,4907721774193548.0,1109677419354.8386,84890322580645.16,2003-07-25,summer,100968685959.3368
8241,5858622713401.523,0.0,0.0,41620850999.820076,150072178752.23407,15796705.561251983,3140484543862518.0,4930428.779309007,162290761.6161952,100968685959.3368,5.021879848993697e+16,13758578741.335901,12428387096774.191,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-26,summer,102581079311.20715
8242,5681839855110.938,0.0,0.0,40357093859.40051,136731782634.62401,306018203.43925446,3140627331673212.0,4882313.137291866,160538040.2403505,102581079311.20715,5.021878457570631e+16,13758574928.749853,12449727047146.377,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-27,summer,106380023055.0154
8243,5512054117999.117,0.0,0.0,41743968671.64691,128056740868.69467,14972428.519092314,3140775595707550.0,4882592.247925371,159897632.20328814,106380023055.0154,5.021877066212015e+16,13758571116.631866,12471066997518.62,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-28,summer,141956409553.7881
8244,5322856771946.313,0.0,0.0,34131707906.48618,155106021221.6925,40383075.37532421,3140951797774028.0,4931167.527036953,159263260.7108356,141956409553.7881,5.021875674922075e+16,13758567304.690453,12492406947890.81,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-29,summer,138635848708.77887
8245,5154663198255.644,0.0,0.0,30861613709.8062,137432744896.90729,100784916.04374558,3141121348153053.0,4931444.172687664,158632965.90973678,138635848708.77887,5.0218742836955736e+16,13758563492.937193,12513746898263.053,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-30,summer,136588093004.41884
8246,4999902776576.416,0.0,0.0,31113375677.087208,123647065764.43706,19762.296795555478,3141289202726251.5,4883360.273157302,158007639.96561563,136588093004.41884,5.021872892527178e+16,13758559681.357737,12535086848635.238,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-07-31,summer,148416205563.7473
8247,4845335979412.207,0.0,0.0,31358476955.74103,123290281320.85526,81961112.38761532,3141469047952198.0,4883621.229122886,157388161.03729144,148416205563.7473,5.021871501421137e+16,13758555869.937473,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-01,summer,136187100752.6636
8248,4715757356057.31,0.0,0.0,25731442386.540764,104022405310.4761,175224342.12046787,3141630943159688.5,4883900.8264177255,156772594.47975492,136187100752.6636,5.021870110377062e+16,13758552058.688046,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-02,summer,142865155987.14053
8249,4586283319065.276,0.0,0.0,28518371017.523357,101033454334.43507,77788359.92559087,3141802400175947.5,4884209.663984219,156161823.95730388,142865155987.14053,5.021868719394476e+16,13758548247.60839,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-03,summer,148658372216.07867
8250,4457833313778.41,0.0,0.0,30971825266.207474,97496507637.86076,18327617.201238837,3141982162718056.0,4884476.223625029,155556719.42245236,148658372216.07867,5.021867328472808e+16,13758544436.697197,16721985111662.562,4918088188585609.0,1109677419354.8386,84890322580645.16,2003-08-04,summer,203909495730.63956
8251,4301163349174.369,0.0,0.0,32476460420.29372,124219221546.52553,25717362.777970072,3142218673027459.5,4884755.695644905,154955370.75505245,203909495730.63956,5.021865937611684e+16,13758540625.952898,16508585607940.412,4909925657568238.0,1109677419354.8386,84890322580645.16,2003-08-05,summer,229480173591.47583
8252,4125352590213.621,0.0,0.0,34679070878.92992,141146434737.48413,14746655.666183569,3142482966998804.0,4885123.391901951,154358653.2240383,229480173591.47583,5.021864546810649e+16,13758536815.37448,16295186104218.324,4906660645161290.0,1109677419354.8386,84890322580645.16,2003-08-06,summer,211690813278.21783
8253,3957761213020.4004,0.0,0.0,36651374900.76658,130963573202.91187,23570910.458161883,3142731434449595.0,4933905.909236817,153767428.6731613,211690813278.21783,5.021863156073995e+16,13758533004.960682,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-07,summer,198447012805.00385
8254,3796000270944.3784,0.0,0.0,37974317088.81655,123811553971.37973,24928984.174154703,3142967979144338.5,4885977.735426803,153179810.8531999,198447012805.00385,5.021861765391693e+16,13758529194.723276,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-08,summer,185604668928.3687
8255,3641240498050.942,0.0,0.0,37711898190.96479,117057997773.31465,10123070.842704792,3143191433299616.5,4886345.489444625,152597574.91958195,185604668928.3687,5.021860374768031e+16,13758525384.634775,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-09,summer,163743010058.0529
8256,3500468971303.9453,0.0,0.0,36076210723.86581,104708710931.7165,13394908.585622478,3143391386355604.5,4886692.8917124765,152116807.4513041,163743010058.0529,5.021858984192862e+16,13758521574.706936,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-10,summer,149066347365.1802
8257,3368051049131.7803,0.0,0.0,35242228778.864296,97179740966.13841,4047572.8372931727,3143575837636231.0,4887003.757021863,151639059.57781863,149066347365.1802,5.02185759366588e+16,13758517764.911951,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-11,summer,154979322866.33063
8258,3229303812551.57,0.0,0.0,35291549485.846794,103469560098.98029,13873004.616827823,3143766240865102.0,4935679.53692127,151165202.58993298,154979322866.33063,5.021856203191533e+16,13758513955.248987,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-12,summer,150735578919.5951
8259,3091815430097.136,0.0,0.0,34375457658.863,103128346409.43588,15421613.865329416,3143951482285886.5,4887586.540128097,150693406.37515855,150735578919.5951,5.021854812759936e+16,13758510145.730228,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-13,summer,133918991815.77074
8260,2963804750360.3384,0.0,0.0,33809687460.855404,94202496453.05632,1504177.1136418048,3144119354797601.0,4887931.723291847,150224545.7518653,133918991815.77074,5.021853422375641e+16,13758506336.328592,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-14,summer,129306354828.04295
8261,2836894021829.9243,0.0,0.0,32790934756.232925,94146902658.07356,27108883.892624997,3144281569849593.0,4888192.716306562,149759484.6904189,129306354828.04295,5.0218520320382584e+16,13758502527.056551,12539354838709.676,4859970967741936.0,1109677419354.8386,84890322580645.16,2003-08-15,summer,102834671374.24677
